title,abstract,year,source,keyword,class_name,middle_group,subject_area,cluster,year_raw,clean_text,topic
Incentives and Trust Are the Main Drivers of Recruiting Participants in 6 African Countries via Web-Based Environments: A Vignette Survey Experiment,"{""Background: In-person health surveys and biomarker collections (eg, blood testing) provide crucial data to monitor and investigate progress on health outcomes in sub-Saharan Africa. Bearing in mind that administrative sampling frames are often outdated and financial resources can be limited, it is of substantial policy importance to better understand whether recruitment of individuals for in-person health data collection efforts can be accomplished via web-based environments such as social media sites. Yet, there is little methodological research on (1) the feasibility of recruitment through web-based environments and (2) the factors that drive in-person survey participation rates in sub-Saharan Africa countries. Objective: This study aimed to share our experimental results on the recruitment of individuals from sub-Saharan Africa for participation in in-person, health-related surveys and biomarker collections via Facebook ads and to provide recommendations for future data collections and research. Methods: We conducted a preregistered 2×4×4 vignette experiment to investigate people’s willingness to participate in in-person health surveys and blood tests. The experiment was part of a web survey (n≈10,600) of individuals recruited via Facebook advertisements that we conducted in early 2023 in 6 sub-Saharan Africa countries (Ghana, Kenya, Nigeria, South Africa, Tanzania, and Uganda). Based on the theories of contextual integrity, economic participation, and social exchange, three factors were varied: (1) the topic (HIV or diabetes), (2) the incentive (US $0, US $2 cash, US $2 voucher, and US $2 lottery), and (3) the sponsor (nongovernmental organization, statistical office, health ministry, or local university). Results: Overall, we found that a majority of survey participants are willing to participate in in-person health surveys and provide biomarkers (vignette means range between 5.54 and 6.09 on a 1 to 7 scale). First, providing a financial incentive significantly increased the likelihood of being willing to participate (b=.180, .188, and .200; all P<.001). Second, individuals with high levels of trust in nongovernmental organizations or the health ministry were more likely to be willing to participate (b=.086 and .048; both P<.001). In contrast, 2 factors (topic and sponsor) showed mainly non-significant effects (b=.010, P=.63; b=.041, P=.18; b=.042, P=.19; b=.063, P=.05). Other factors that were related to an increase in willingness to participate included fertility levels (having children), risk-taking, having an illness (HIV, diabetes), better general health, social trust, trust in science, survey enjoyment, survey value, and cognitive skills. Conclusions: Together, the study’s results suggest that using a web-based environment for recruiting health research participants in sub-Saharan Africa can be a viable option and emphasize the importance of adequate compensation and trust in the sponsor. The findings also indicated that several attitudinal but almost none of the sociodemographic variables are systematically related to the willingness to participate in health-related in-person data collection activities.""}",2025,Journal of Medical Internet Research,"{biomarker,incentives,""monitoring health outcomes"",participation,""study sponsor"",""sub-saharan africa"",""survey methodology"",topic,""vignette experiment"",""web-based recruitment""}",Health Informatics,Medicine,Health Sciences,BIO,2025,"background: in-person health surveys and biomarker collections (eg, blood testing) provide crucial data to monitor and investigate progress on health outcomes in sub-saharan africa. bearing in mind that administrative sampling frames are often outdated and financial resources can be limited, it is of substantial policy importance to better understand whether recruitment of individuals for in-person health data collection efforts can be accomplished via web-based environments such as social media sites. yet, there is little methodological research on (1) the feasibility of recruitment through web-based environments and (2) the factors that drive in-person survey participation rates in sub-saharan africa countries. objective: this study aimed to share our experimental results on the recruitment of individuals from sub-saharan africa for participation in in-person, health-related surveys and biomarker collections via facebook ads and to provide recommendations for future data collections and research. methods: we conducted a preregistered 2×4×4 vignette experiment to investigate people’s willingness to participate in in-person health surveys and blood tests. the experiment was part of a web survey (n≈10,600) of individuals recruited via facebook advertisements that we conducted in early 2023 in 6 sub-saharan africa countries (ghana, kenya, nigeria, south africa, tanzania, and uganda). based on the theories of contextual integrity, economic participation, and social exchange, three factors were varied: (1) the topic (hiv or diabetes), (2) the incentive (us $0, us $2 cash, us $2 voucher, and us $2 lottery), and (3) the sponsor (nongovernmental organization, statistical office, health ministry, or local university). results: overall, we found that a majority of survey participants are willing to participate in in-person health surveys and provide biomarkers (vignette means range between 5.54 and 6.09 on a 1 to 7 scale). first, providing a financial incentive significantly increased the likelihood of being willing to participate (b=.180, .188, and .200; all p<.001). second, individuals with high levels of trust in nongovernmental organizations or the health ministry were more likely to be willing to participate (b=.086 and .048; both p<.001). in contrast, 2 factors (topic and sponsor) showed mainly non-significant effects (b=.010, p=.63; b=.041, p=.18; b=.042, p=.19; b=.063, p=.05). other factors that were related to an increase in willingness to participate included fertility levels (having children), risk-taking, having an illness (hiv, diabetes), better general health, social trust, trust in science, survey enjoyment, survey value, and cognitive skills. conclusions: together, the study’s results suggest that using a web-based environment for recruiting health research participants in sub-saharan africa can be a viable option and emphasize the importance of adequate compensation and trust in the sponsor. the findings also indicated that several attitudinal but almost none of the sociodemographic variables are systematically related to the willingness to participate in health-related in-person data collection activities.",0
Strategies to Minimize Selection Bias in Digital Population-Based Studies in Sport and Health Sciences: Methodological and Empirical Insights from the COMO Study,"{""Objectives: Population-based surveys increasingly face challenges of declining response rates and selective participation, particularly since the COVID-19 pandemic. This article presents the COMO study’s design and sampling approach and discusses strategies to minimize selection bias in digital health surveys, focusing on participation enhancement, response rates, and sample composition from the first survey wave of the COMO Study. › Methods: The COMO study is a nationwide, prospective panel survey with three annual online waves (2023–2025). In the first wave (COMO1), a probability-based sample of 35,157 families with children aged 4–17 was recruited using a two-stage register-based sampling procedure. Participation was encouraged via a multimodal communication strategy including postal invitations, email reminders, non-monetary incentives, and social media outreach. Weighting procedures were developed based on design weights and calibration to national micro-census benchmarks. › Results: A total of 6,097 families submitted at least one complete questionnaire, corresponding to a 17.3% overall participation. The final analytical sample with full parent and child data comprised 5,240 families (15.0%). Response behavior varied by age, gender, and parental education as one proxy of socio economic status (SES), with adolescents, boys, and lower-educational households underrepresented. Reminder strategies boosted participation, particularly in early stages. A weighting procedures was developed to corrected key demographic imbalances. Qualitative analyses of 50 inquiries revealed technical, communicative, and emotional barriers, including privacy concerns and pandemic-related distress. › Conclusions: The COMO study demonstrates that targeted reminders, inclusive materials, and post-survey weighting can reduce—but not fully eliminate—selection bias. Findings underscore the need for participatory, equity-oriented, incentives designs to improve representativeness in health research, especially in underserved populations.""}",2025,Deutsche Zeitschrift fur Sportmedizin,"{""health equity"",""inclusive recruitment"",""panel attrition"",""response behavior"",""sampling bias""}","Physical Therapy, Sports Therapy and Rehabilitation",Health Professions,Health Sciences,BIO,2025,"objectives: population-based surveys increasingly face challenges of declining response rates and selective participation, particularly since the covid-19 pandemic. this article presents the como study’s design and sampling approach and discusses strategies to minimize selection bias in digital health surveys, focusing on participation enhancement, response rates, and sample composition from the first survey wave of the como study. › methods: the como study is a nationwide, prospective panel survey with three annual online waves (2023–2025). in the first wave (como1), a probability-based sample of 35,157 families with children aged 4–17 was recruited using a two-stage register-based sampling procedure. participation was encouraged via a multimodal communication strategy including postal invitations, email reminders, non-monetary incentives, and social media outreach. weighting procedures were developed based on design weights and calibration to national micro-census benchmarks. › results: a total of 6,097 families submitted at least one complete questionnaire, corresponding to a 17.3% overall participation. the final analytical sample with full parent and child data comprised 5,240 families (15.0%). response behavior varied by age, gender, and parental education as one proxy of socio economic status (ses), with adolescents, boys, and lower-educational households underrepresented. reminder strategies boosted participation, particularly in early stages. a weighting procedures was developed to corrected key demographic imbalances. qualitative analyses of 50 inquiries revealed technical, communicative, and emotional barriers, including privacy concerns and pandemic-related distress. › conclusions: the como study demonstrates that targeted reminders, inclusive materials, and post-survey weighting can reduce—but not fully eliminate—selection bias. findings underscore the need for participatory, equity-oriented, incentives designs to improve representativeness in health research, especially in underserved populations.",0
Scoring German Alternate Uses Items Applying Large Language Models,"{""The alternate uses task (AUT) is the most popular measure when it comes to the assessment of creative potential. Since their implementation, AUT responses have been rated by humans, which is a laborious task and requires considerable resources. Large language models (LLMs) have shown promising performance in automatically scoring AUT responses in English as well as in other languages, but it is not clear which method works best for German data. Therefore, we investigated the performance of different LLMs for the automated scoring of German AUT responses. We compiled German data across five research groups including ~50,000 responses for 15 different alternate uses objects from eight lab and online survey studies (including ~2300 participants) to examine generalizability across datasets and assessment conditions. Following a pre-registered analysis plan, we compared the performance of two fine-tuned, multilingual LLM-based approaches [Cross-Lingual Alternate Uses Scoring (CLAUS) and the Open Creativity Scoring with Artificial Intelligence (OCSAI)] with the Generative Pre-trained Transformer (GPT-4) in scoring (a) the original German AUT responses and (b) the responses translated to English. We found that the LLM-based scorings were substantially correlated with human ratings, with higher relationships for OCSAI followed by GPT-4 and CLAUS. Response translation, however, had no consistent positive effect. We discuss the generalizability of the results across different items and studies and derive recommendations and future directions.""}",2025,Journal of Intelligence,"{""alternate uses task"",assessment,""automated scoring"",creativity,""divergent thinking"",german,gpt,""large language models""}",Cognitive Neuroscience,Neuroscience,Life Sciences,BIO,2025,"the alternate uses task (aut) is the most popular measure when it comes to the assessment of creative potential. since their implementation, aut responses have been rated by humans, which is a laborious task and requires considerable resources. large language models (llms) have shown promising performance in automatically scoring aut responses in english as well as in other languages, but it is not clear which method works best for german data. therefore, we investigated the performance of different llms for the automated scoring of german aut responses. we compiled german data across five research groups including ~50,000 responses for 15 different alternate uses objects from eight lab and online survey studies (including ~2300 participants) to examine generalizability across datasets and assessment conditions. following a pre-registered analysis plan, we compared the performance of two fine-tuned, multilingual llm-based approaches [cross-lingual alternate uses scoring (claus) and the open creativity scoring with artificial intelligence (ocsai)] with the generative pre-trained transformer (gpt-4) in scoring (a) the original german aut responses and (b) the responses translated to english. we found that the llm-based scorings were substantially correlated with human ratings, with higher relationships for ocsai followed by gpt-4 and claus. response translation, however, had no consistent positive effect. we discuss the generalizability of the results across different items and studies and derive recommendations and future directions.",0
Patient-Specific Factors to Differentiate Between Branchial Cleft Cysts and CUP Syndrome: A 10 Year Unicenter Study,"{""Objectives: Due to its generally-poor prognosis and varied clinical presentation, cervical cancer of unknown primary (CUP) poses particular challenges for clinical and imaging diagnosis. Differential diagnoses of CUP syndrome may also include lateral cervical cysts. When a benign neck cyst is initially suspected, squamous cell carcinoma is often diagnosed after receiving histopathology. Our study investigates the risk factors to differentiate between CUP syndrome and lateral neck cysts (LNC) to possibly improve the prognosis. Methods: Between 2013 and 2023, 244 patients with an initial diagnosis of LNC (n = 121) or CUP (n = 123) were recruited from the Department of Otorhinolaryngology of Heidelberg University Hospital and underwent panendoscopy with lymph node removal. In general, disease- and progression-free survival, prognostic relevant risk factors, and treatment data were recorded and analyzed. Results: The mean age of patients with CUP was significantly higher at 65 ± 13.2 years than that of patients with LNC (41 ± 15.8 years; P =.000). The calculated cutoff value was 50 to 59 years for a 50% chance of CUP syndrome or other malignant neck mass. Alcohol and tobacco consumption were not found to be risk factors. Previous tumor diseases were diagnosed more frequently in patients with CUP than in patients with LNC (P =.045). The 5 year overall survival for patients with CUP was 77.0% and did not differ significantly between the other various tumor entities (P =.423). Conclusions: The consideration of patient-specific factors such as age or synchronous/asynchronous malignancies is crucial in the diagnostic decision-making process. In the age group of 50 to 59 years, there is ~50% probability of diagnosing CUP syndrome with unilateral painless neck swelling. A thorough clinical examination using panendoscopy with at least 1 unilateral tonsillectomy and biopsies from the base of the tongue is essential to detect a possible primarius early and improve the prognosis.""}",2025,"Ear, Nose and Throat Journal","{""branchial cleft cysts"",""cup diagnostics and therapy"",""cup syndrome"",""head and neck cancer"",""risk factors""}",Otorhinolaryngology,Medicine,Health Sciences,BIO,2025,"objectives: due to its generally-poor prognosis and varied clinical presentation, cervical cancer of unknown primary (cup) poses particular challenges for clinical and imaging diagnosis. differential diagnoses of cup syndrome may also include lateral cervical cysts. when a benign neck cyst is initially suspected, squamous cell carcinoma is often diagnosed after receiving histopathology. our study investigates the risk factors to differentiate between cup syndrome and lateral neck cysts (lnc) to possibly improve the prognosis. methods: between 2013 and 2023, 244 patients with an initial diagnosis of lnc (n = 121) or cup (n = 123) were recruited from the department of otorhinolaryngology of heidelberg university hospital and underwent panendoscopy with lymph node removal. in general, disease- and progression-free survival, prognostic relevant risk factors, and treatment data were recorded and analyzed. results: the mean age of patients with cup was significantly higher at 65 ± 13.2 years than that of patients with lnc (41 ± 15.8 years; p =.000). the calculated cutoff value was 50 to 59 years for a 50% chance of cup syndrome or other malignant neck mass. alcohol and tobacco consumption were not found to be risk factors. previous tumor diseases were diagnosed more frequently in patients with cup than in patients with lnc (p =.045). the 5 year overall survival for patients with cup was 77.0% and did not differ significantly between the other various tumor entities (p =.423). conclusions: the consideration of patient-specific factors such as age or synchronous/asynchronous malignancies is crucial in the diagnostic decision-making process. in the age group of 50 to 59 years, there is ~50% probability of diagnosing cup syndrome with unilateral painless neck swelling. a thorough clinical examination using panendoscopy with at least 1 unilateral tonsillectomy and biopsies from the base of the tongue is essential to detect a possible primarius early and improve the prognosis.",1
"The baseline examinations of the German National Cohort (NAKO): recruitment protocol, response, and weighting","{""The German National Cohort (NAKO) is the largest population-based epidemiologic cohort study in Germany and investigates the causes of the most common chronic diseases. Between 2014 and 2019, a total of 1.3 million residents aged 20–69 years from 16 German regions were randomly selected from the general population and invited to participate following a highly standardized recruitment protocol. The overall response was 15.6% and differed considerably across study centers (7.6–30.7%). Females were more likely to participate than males (17.5% vs. 14.1%) and participation increased with age (10.2% in age group “ < 29 years” up to 20.7% in age group “ > 60 years”). Across all study regions, response was highest in rural areas (22.3%), followed by towns and suburbs (17.2%), and was lowest in cities (14.5%). Compared with the general population in the respective study regions, participants with low and medium education are underrepresented in the NAKO sample, while highly educated participants are overrepresented. Participants with non-German nationality and with a migration background are also underrepresented. Participants living in single households are underrepresented, while participants from larger households (2 or more persons) are overrepresented compared to the general population. Survey weights are made available to researchers along with the study data that account for the sampling design and adjust for differences in the distribution of age, sex, nationality (German vs. non-German), migration status, education, and household size.""}",2025,European Journal of Epidemiology,"{""cohort studies"",""correction weights"",epidemiology,nonresponse,participation,population-based,response,""sample design"",""survey weights""}",Epidemiology,Medicine,Health Sciences,BIO,2025,"the german national cohort (nako) is the largest population-based epidemiologic cohort study in germany and investigates the causes of the most common chronic diseases. between 2014 and 2019, a total of 1.3 million residents aged 20–69 years from 16 german regions were randomly selected from the general population and invited to participate following a highly standardized recruitment protocol. the overall response was 15.6% and differed considerably across study centers (7.6–30.7%). females were more likely to participate than males (17.5% vs. 14.1%) and participation increased with age (10.2% in age group “ < 29 years” up to 20.7% in age group “ > 60 years”). across all study regions, response was highest in rural areas (22.3%), followed by towns and suburbs (17.2%), and was lowest in cities (14.5%). compared with the general population in the respective study regions, participants with low and medium education are underrepresented in the nako sample, while highly educated participants are overrepresented. participants with non-german nationality and with a migration background are also underrepresented. participants living in single households are underrepresented, while participants from larger households (2 or more persons) are overrepresented compared to the general population. survey weights are made available to researchers along with the study data that account for the sampling design and adjust for differences in the distribution of age, sex, nationality (german vs. non-german), migration status, education, and household size.",0
Proposing the DN(C)-model of material evidence for well-calibrated claims about past cultures,"{""Stibbard-Hawkes presents a much-needed case for distinguishing between different types of evidence for cognition in past cultures. However, he does not outline an applicable approach for moving forward in making claims about the cognition of past cultures. We present an initial model for calibrating both absolute and comparative claims about past cultures' cognition and other traits.""}",2025,Behavioral and Brain Sciences,,Behavioral Neuroscience,Neuroscience,Life Sciences,BIO,2025,"stibbard-hawkes presents a much-needed case for distinguishing between different types of evidence for cognition in past cultures. however, he does not outline an applicable approach for moving forward in making claims about the cognition of past cultures. we present an initial model for calibrating both absolute and comparative claims about past cultures' cognition and other traits.",0
Short-and long-term health effects of job insecurity. Fixed effects panel analysis of German data,"{""Objective Previous research has linked job insecurity to health deterioration. The risk accumulation model suggests that health effects of job insecurity may persist even after job security is restored, yet long-term empirical analyses are scarce. Our study evaluates the long-term effects of accumulated exposures to affective job insecurity on mental and physical health among the working-age population in Germany. Method Using data from the German Socioeconomic Panel (12 624 individuals; 84 219 observations), we applied panel regression models with individual fixed effects to assess short-and long-term health changes associated with affective job insecurity. Job insecurity was measured by respondents’ worries about job security. Mental and physical health was recorded with the SF-12 scale. Results Job insecurity correlated with short-term worsening in mental and physical health. However, after job insecurity ceased, health recovery was incomplete resulting in a long-term health deterioration. The long-term effects were larger among respondents who accumulated more instances of job insecurity, and showed a similar pattern for mental and physical health. An additional analysis documented stronger health effects of job insecurity among lower educated persons. Conclusion Our study is one of the first to empirically demonstrate the negative long-term health effects of job insecurity. Our findings for a well-protected labor market like Germany’s, suggest that the health risks associated with job insecurity may be substantial and potentially underestimated by studies that focus solely on short-term effects.""}",2025,"Scandinavian Journal of Work, Environment and Health","{""affective job insecurity"",""cumulative advantage"",""health trajectory"",""incremental effect"",""precarious employment"",""precarious work"",precarity,""repeated exposure"",""risk accumulation"",""scarring effect"",sf-12,soep}","Public Health, Environmental and Occupational Health",Medicine,Health Sciences,BIO,2025,"objective previous research has linked job insecurity to health deterioration. the risk accumulation model suggests that health effects of job insecurity may persist even after job security is restored, yet long-term empirical analyses are scarce. our study evaluates the long-term effects of accumulated exposures to affective job insecurity on mental and physical health among the working-age population in germany. method using data from the german socioeconomic panel (12 624 individuals; 84 219 observations), we applied panel regression models with individual fixed effects to assess short-and long-term health changes associated with affective job insecurity. job insecurity was measured by respondents’ worries about job security. mental and physical health was recorded with the sf-12 scale. results job insecurity correlated with short-term worsening in mental and physical health. however, after job insecurity ceased, health recovery was incomplete resulting in a long-term health deterioration. the long-term effects were larger among respondents who accumulated more instances of job insecurity, and showed a similar pattern for mental and physical health. an additional analysis documented stronger health effects of job insecurity among lower educated persons. conclusion our study is one of the first to empirically demonstrate the negative long-term health effects of job insecurity. our findings for a well-protected labor market like germany’s, suggest that the health risks associated with job insecurity may be substantial and potentially underestimated by studies that focus solely on short-term effects.",0
How to identify cystic lateral neck mass from CUP-like lesions: a diagnostic challenge,"{""Objective A cystic lateral neck mass in adults represents a major challenge, as it can be difficult to distinguish between benign and malignant lesions. The incidence of carcinoma in initially benign treated neck cysts is estimated to be as high as 24 %. The objective of this study was to ascertain the malignancy rate of cystic cervical masses and to provide a differentiation of cervical metastases in comparison to benign cervical cysts, utilising current guidelines. Material and Methods Between 2013 and 2023, a total of 155 patients with a suspected diagnosis of lateral neck cyst were recruited at the Department of Otorhinolaryngology at our University Hospital. All patients underwent cyst removal, either alone or in conjunction with panendoscopy. Results A histologically confirmed ipsilateral lymph node metastasis was identified in 21.9 % of patients. The mean age of patients with malignant neck masses was significantly higher than that of patients with benign neck masses (64.0 ± 12.8 versus 41.0 ± 15.8; p < 0.001). The probability of malignancy was low in patients younger than 54 years (11 %), but increased markedly to 80 % in the age group of 60-69 years. The clinical sensitivity for initial suspicion of a benign neck cyst was 60.3%, while the specificity was 48.7%. Conclusions An individualized approach is necessary for the early diagnosis and treatment of unilateral neck cysts, as this condition requires a multifaceted assessment based on the patient’s medical history, clinical findings, imaging, and clinical expertise. We advise that patients over the age of 40 years undergo image morphological staging, a “no-touch” panendoscopy, and histological confirmation.""}",2025,Laryngo- Rhino- Otologie,"{""branchial cleft cysts"",""cup syndrome"",""head and neck cancer"",""neck cysts"",""risk factors""}",Otorhinolaryngology,Medicine,Health Sciences,BIO,2025,"objective a cystic lateral neck mass in adults represents a major challenge, as it can be difficult to distinguish between benign and malignant lesions. the incidence of carcinoma in initially benign treated neck cysts is estimated to be as high as 24 %. the objective of this study was to ascertain the malignancy rate of cystic cervical masses and to provide a differentiation of cervical metastases in comparison to benign cervical cysts, utilising current guidelines. material and methods between 2013 and 2023, a total of 155 patients with a suspected diagnosis of lateral neck cyst were recruited at the department of otorhinolaryngology at our university hospital. all patients underwent cyst removal, either alone or in conjunction with panendoscopy. results a histologically confirmed ipsilateral lymph node metastasis was identified in 21.9 % of patients. the mean age of patients with malignant neck masses was significantly higher than that of patients with benign neck masses (64.0 ± 12.8 versus 41.0 ± 15.8; p < 0.001). the probability of malignancy was low in patients younger than 54 years (11 %), but increased markedly to 80 % in the age group of 60-69 years. the clinical sensitivity for initial suspicion of a benign neck cyst was 60.3%, while the specificity was 48.7%. conclusions an individualized approach is necessary for the early diagnosis and treatment of unilateral neck cysts, as this condition requires a multifaceted assessment based on the patient’s medical history, clinical findings, imaging, and clinical expertise. we advise that patients over the age of 40 years undergo image morphological staging, a “no-touch” panendoscopy, and histological confirmation.",1
Legacy of the GDR: regional disparities in childhood maltreatment in post-unification Germany,"{""Background: Previous research has identified growing up in the former German Democratic Republic (GDR) as a protective factor against childhood abuse and neglect compared to growing up in the former Federal Republic of Germany (FRG). This study investigates whether these differences persist among individuals born after German reunification, providing a novel focus on the post-unification generation and the possible transgenerational transmission of childhood maltreatment in Germany. Method: The prevalence of self-reported abusive and neglected childhood experiences among 17- to 31-year-olds, stratified by gender and socio-political context (East/West), was examined using the Childhood Trauma Questionnaire (CTQ). Data of the German Health Interview and Examination Survey for Children and Adolescents (KIGGS-study) between 2014 and 2017 was used. Logistic regression models were used to assess the influence of covariates such as age, subjective social status, and education on childhood trauma experiences. Results: Altogether, 18.6% (East = 15.8%/ West = 19.0%) of the N = 5,982 participants reported at least one type of maltreatment. The prevalence of at least moderate abuse was found to be 6.8% (East = 5.8%/West = 7.0%) for emotional, 3.7% (East = 2.4%/West = 3.9%) for physical, and 3.3% (East = 1.9%/West = 3.6%) for sexual abuse, and a prevalence of 9.2% (East = 8.5%/West = 9.3%) for emotional and 8.7% (East = 7.4%/West = 8.9%) for physical neglect. Individuals residing in eastern German regions reported significant lower prevalence rates for sexual and physical abuse, as well as overall maltreatment. Conclusion: Significant regional disparities in childhood maltreatment were observed among individuals raised in post-unification Germany, suggesting the persistence of sociopolitical influences from the former GDR as a protective factor. These findings underscore the importance of understanding transgenerational transmission factors of childhood maltreatment, such as parenting behaviors within differing sociopolitical contexts. The results have important implications for child welfare policies, emphasizing the need to address regional disparities and to incorporate historical and sociopolitical factors into future research and intervention strategies.""}",2025,Child and Adolescent Psychiatry and Mental Health,"{abuse,""childhood maltreatment"",germany,neglect,transgenerational,unification}",Psychiatry and Mental Health,Medicine,Health Sciences,BIO,2025,"background: previous research has identified growing up in the former german democratic republic (gdr) as a protective factor against childhood abuse and neglect compared to growing up in the former federal republic of germany (frg). this study investigates whether these differences persist among individuals born after german reunification, providing a novel focus on the post-unification generation and the possible transgenerational transmission of childhood maltreatment in germany. method: the prevalence of self-reported abusive and neglected childhood experiences among 17- to 31-year-olds, stratified by gender and socio-political context (east/west), was examined using the childhood trauma questionnaire (ctq). data of the german health interview and examination survey for children and adolescents (kiggs-study) between 2014 and 2017 was used. logistic regression models were used to assess the influence of covariates such as age, subjective social status, and education on childhood trauma experiences. results: altogether, 18.6% (east = 15.8%/ west = 19.0%) of the n = 5,982 participants reported at least one type of maltreatment. the prevalence of at least moderate abuse was found to be 6.8% (east = 5.8%/west = 7.0%) for emotional, 3.7% (east = 2.4%/west = 3.9%) for physical, and 3.3% (east = 1.9%/west = 3.6%) for sexual abuse, and a prevalence of 9.2% (east = 8.5%/west = 9.3%) for emotional and 8.7% (east = 7.4%/west = 8.9%) for physical neglect. individuals residing in eastern german regions reported significant lower prevalence rates for sexual and physical abuse, as well as overall maltreatment. conclusion: significant regional disparities in childhood maltreatment were observed among individuals raised in post-unification germany, suggesting the persistence of sociopolitical influences from the former gdr as a protective factor. these findings underscore the importance of understanding transgenerational transmission factors of childhood maltreatment, such as parenting behaviors within differing sociopolitical contexts. the results have important implications for child welfare policies, emphasizing the need to address regional disparities and to incorporate historical and sociopolitical factors into future research and intervention strategies.",-1
Strategies to Minimize Selection Bias in Digital Population-Based Studies in Sport and Health Sciences: Methodological and Empirical Insights from the COMO Study,"{""Objectives: Population-based surveys increasingly face challenges of declining response rates and selective participation, particularly since the COVID-19 pandemic. This article presents the COMO study’s design and sampling approach and discusses strategies to minimize selection bias in digital health surveys, focusing on participation enhancement, response rates, and sample composition from the first survey wave of the COMO Study. › Methods: The COMO study is a nationwide, prospective panel survey with three annual online waves (2023–2025). In the first wave (COMO1), a probability-based sample of 35,157 families with children aged 4–17 was recruited using a two-stage register-based sampling procedure. Participation was encouraged via a multimodal communication strategy including postal invitations, email reminders, non-monetary incentives, and social media outreach. Weighting procedures were developed based on design weights and calibration to national micro-census benchmarks. › Results: A total of 6,097 families submitted at least one complete questionnaire, corresponding to a 17.3% overall participation. The final analytical sample with full parent and child data comprised 5,240 families (15.0%). Response behavior varied by age, gender, and parental education as one proxy of socio economic status (SES), with adolescents, boys, and lower-educational households underrepresented. Reminder strategies boosted participation, particularly in early stages. A weighting procedures was developed to corrected key demographic imbalances. Qualitative analyses of 50 inquiries revealed technical, communicative, and emotional barriers, including privacy concerns and pandemic-related distress. › Conclusions: The COMO study demonstrates that targeted reminders, inclusive materials, and post-survey weighting can reduce—but not fully eliminate—selection bias. Findings underscore the need for participatory, equity-oriented, incentives designs to improve representativeness in health research, especially in underserved populations.""}",2025,Deutsche Zeitschrift fur Sportmedizin,"{""health equity"",""inclusive recruitment"",""panel attrition"",""response behavior"",""sampling bias""}",Orthopedics and Sports Medicine,Medicine,Health Sciences,BIO,2025,"objectives: population-based surveys increasingly face challenges of declining response rates and selective participation, particularly since the covid-19 pandemic. this article presents the como study’s design and sampling approach and discusses strategies to minimize selection bias in digital health surveys, focusing on participation enhancement, response rates, and sample composition from the first survey wave of the como study. › methods: the como study is a nationwide, prospective panel survey with three annual online waves (2023–2025). in the first wave (como1), a probability-based sample of 35,157 families with children aged 4–17 was recruited using a two-stage register-based sampling procedure. participation was encouraged via a multimodal communication strategy including postal invitations, email reminders, non-monetary incentives, and social media outreach. weighting procedures were developed based on design weights and calibration to national micro-census benchmarks. › results: a total of 6,097 families submitted at least one complete questionnaire, corresponding to a 17.3% overall participation. the final analytical sample with full parent and child data comprised 5,240 families (15.0%). response behavior varied by age, gender, and parental education as one proxy of socio economic status (ses), with adolescents, boys, and lower-educational households underrepresented. reminder strategies boosted participation, particularly in early stages. a weighting procedures was developed to corrected key demographic imbalances. qualitative analyses of 50 inquiries revealed technical, communicative, and emotional barriers, including privacy concerns and pandemic-related distress. › conclusions: the como study demonstrates that targeted reminders, inclusive materials, and post-survey weighting can reduce—but not fully eliminate—selection bias. findings underscore the need for participatory, equity-oriented, incentives designs to improve representativeness in health research, especially in underserved populations.",0
Out-of-Vocabulary Pashto Spell Checker using Morphological Operations,"{""A spell checking model detects spelling errors in the input text, generates possible corrections for each error, and organizes them based on their relevance. Such tools are essential for writing, editing, and publishing in a language. In literature, different variants of edit distance and language models are used for dealing with spelling errors. The existing approaches have improved for efficient use of computational and memory resources without compromising accuracy. Exploiting the efforts made for other low-resource languages, we have proposed the first spell checking model for Pashto language. A common issue with the existing spell checker models of low-resourced languages is having many false positives due to limited vocabulary. Our proposed approach makes use of morphological operations to generate out-of-vocabulary words and is coupled with a filtering mechanism to retain the words with more repeating syllable patterns only. The n-gram probabilities are combined through linear interpolation to detect and correct spelling errors. The test samples with spelling errors are generated by randomizing characters for non-word errors and words in higher-order n-gram for real word errors. The proposed approach achieves detection accuracy of 85.5% and correction accuracy of 75.0%, respectively.""}",2025,"2025 International Conference on Communication Technologies, ComTech 2025","{""edit distance"",""language models"",""linear interpolation"",""spell checker""}",Health Informatics,Medicine,Health Sciences,BIO,2025,"a spell checking model detects spelling errors in the input text, generates possible corrections for each error, and organizes them based on their relevance. such tools are essential for writing, editing, and publishing in a language. in literature, different variants of edit distance and language models are used for dealing with spelling errors. the existing approaches have improved for efficient use of computational and memory resources without compromising accuracy. exploiting the efforts made for other low-resource languages, we have proposed the first spell checking model for pashto language. a common issue with the existing spell checker models of low-resourced languages is having many false positives due to limited vocabulary. our proposed approach makes use of morphological operations to generate out-of-vocabulary words and is coupled with a filtering mechanism to retain the words with more repeating syllable patterns only. the n-gram probabilities are combined through linear interpolation to detect and correct spelling errors. the test samples with spelling errors are generated by randomizing characters for non-word errors and words in higher-order n-gram for real word errors. the proposed approach achieves detection accuracy of 85.5% and correction accuracy of 75.0%, respectively.",0
