title,abstract,year,source,keyword,middle_group,cluster,topic,topic_label,topic_prob
Strategies to Minimize Selection Bias in Digital Population-Based Studies in Sport and Health Sciences: Methodological and Empirical Insights from the COMO Study,"{Objectives: Population-based surveys increasingly face challenges of declining response rates and selective participation, particularly since the COVID-19 pandemic. This article presents the COMO study’s design and sampling approach and discusses strategies to minimize selection bias in digital health surveys, focusing on participation enhancement, response rates, and sample composition from the first survey wave of the COMO Study. › Methods: The COMO study is a nationwide, prospective panel survey with three annual online waves (2023–2025). In the first wave (COMO1), a probability-based sample of 35,157 families with children aged 4–17 was recruited using a two-stage register-based sampling procedure. Participation was encouraged via a multimodal communication strategy including postal invitations, email reminders, non-monetary incentives, and social media outreach. Weighting procedures were developed based on design weights and calibration to national micro-census benchmarks. › Results: A total of 6,097 families submitted at least one complete questionnaire, corresponding to a 17.3% overall participation. The final analytical sample with full parent and child data comprised 5,240 families (15.0%). Response behavior varied by age, gender, and parental education as one proxy of socio economic status (SES), with adolescents, boys, and lower-educational households underrepresented. Reminder strategies boosted participation, particularly in early stages. A weighting procedures was developed to corrected key demographic imbalances. Qualitative analyses of 50 inquiries revealed technical, communicative, and emotional barriers, including privacy concerns and pandemic-related distress. › Conclusions: The COMO study demonstrates that targeted reminders, inclusive materials, and post-survey weighting can reduce—but not fully eliminate—selection bias. Findings underscore the need for participatory, equity-oriented, incentives designs to improve representativeness in health research, especially in underserved populations.}",2025,Deutsche Zeitschrift fur Sportmedizin,"{health equity,inclusive recruitment,panel attrition,response behavior,sampling bias}",Medicine,BIO,-1,"sport, snot, chronic rhinosinusitis, type crssnp, tissue",0.41541892761376775
"Risk factors and trajectories for self-harm, neurodevelopmental disorders and mental health conditions in pupils in alternative education provision in Wales: Population-based electronic cohort study","{Background Pupils in alternative education provision, known as 'Educated in Other Than At School' (EOTAS) in Wales, UK, are among the most vulnerable learners and who, for reasons such as mental health or behavioural challenges, do not attend a mainstream or special school. Aims We compared self-harm, neurodevelopmental disorders and mental health conditions between EOTAS pupils and controls with similar characteristics, before and after being in EOTAS provision. Method This population-based electronic cohort study included pupils in Wales aged 7-18 years, from the academic years 2010-11 to 2018-19. We linked data from Education Wales to primary and secondary healthcare records within the Secure Anonymised Information Linkage (SAIL) Databank. Individuals included in the EOTAS data-set were identified as cases. Controls were pseudo-randomly selected based on equivalent age and academic year distribution. Results This study included 8056 pupils in EOTAS and 224 247 controls. Higher levels of deprivation, childhood maltreatment, self-harm, neurodevelopmental disorders and mental health conditions before EOTAS entry were linked to higher odds of being in EOTAS. Pupils in EOTAS provision had increased incidence of self-harm, neurodevelopmental disorders and mental health conditions, from 1 year after entering EOTAS provision up to 24 years of age, than pupils with similar characteristics not in EOTAS provision. Conclusion While EOTAS provision plays an important role, our findings indicate that it is not sufficient on its own to meet pupils' social, emotional, behavioural and mental health needs. Additional support and better integration with health and social services are required.}",2025,BJPsych Open,"{childhood experiences,education and training,electronic records,mental health disorders,self-harm}",Medicine,BIO,0,"german, uncertainty, childhood, psychotherapy, life expectancy",0.47526117440269583
Legacy of the GDR: regional disparities in childhood maltreatment in post-unification Germany,"{Background: Previous research has identified growing up in the former German Democratic Republic (GDR) as a protective factor against childhood abuse and neglect compared to growing up in the former Federal Republic of Germany (FRG). This study investigates whether these differences persist among individuals born after German reunification, providing a novel focus on the post-unification generation and the possible transgenerational transmission of childhood maltreatment in Germany. Method: The prevalence of self-reported abusive and neglected childhood experiences among 17- to 31-year-olds, stratified by gender and socio-political context (East/West), was examined using the Childhood Trauma Questionnaire (CTQ). Data of the German Health Interview and Examination Survey for Children and Adolescents (KIGGS-study) between 2014 and 2017 was used. Logistic regression models were used to assess the influence of covariates such as age, subjective social status, and education on childhood trauma experiences. Results: Altogether, 18.6% (East = 15.8%/ West = 19.0%) of the N = 5,982 participants reported at least one type of maltreatment. The prevalence of at least moderate abuse was found to be 6.8% (East = 5.8%/West = 7.0%) for emotional, 3.7% (East = 2.4%/West = 3.9%) for physical, and 3.3% (East = 1.9%/West = 3.6%) for sexual abuse, and a prevalence of 9.2% (East = 8.5%/West = 9.3%) for emotional and 8.7% (East = 7.4%/West = 8.9%) for physical neglect. Individuals residing in eastern German regions reported significant lower prevalence rates for sexual and physical abuse, as well as overall maltreatment. Conclusion: Significant regional disparities in childhood maltreatment were observed among individuals raised in post-unification Germany, suggesting the persistence of sociopolitical influences from the former GDR as a protective factor. These findings underscore the importance of understanding transgenerational transmission factors of childhood maltreatment, such as parenting behaviors within differing sociopolitical contexts. The results have important implications for child welfare policies, emphasizing the need to address regional disparities and to incorporate historical and sociopolitical factors into future research and intervention strategies.}",2025,Child and Adolescent Psychiatry and Mental Health,"{abuse,childhood maltreatment,germany,neglect,transgenerational,unification}",Medicine,BIO,0,"german, uncertainty, childhood, psychotherapy, life expectancy",0.5081094988720195
Out-of-Vocabulary Pashto Spell Checker using Morphological Operations,"{A spell checking model detects spelling errors in the input text, generates possible corrections for each error, and organizes them based on their relevance. Such tools are essential for writing, editing, and publishing in a language. In literature, different variants of edit distance and language models are used for dealing with spelling errors. The existing approaches have improved for efficient use of computational and memory resources without compromising accuracy. Exploiting the efforts made for other low-resource languages, we have proposed the first spell checking model for Pashto language. A common issue with the existing spell checker models of low-resourced languages is having many false positives due to limited vocabulary. Our proposed approach makes use of morphological operations to generate out-of-vocabulary words and is coupled with a filtering mechanism to retain the words with more repeating syllable patterns only. The n-gram probabilities are combined through linear interpolation to detect and correct spelling errors. The test samples with spelling errors are generated by randomizing characters for non-word errors and words in higher-order n-gram for real word errors. The proposed approach achieves detection accuracy of 85.5% and correction accuracy of 75.0%, respectively.}",2025,"2025 International Conference on Communication Technologies, ComTech 2025","{edit distance,language models,linear interpolation,spell checker}",Medicine,BIO,0,"german, uncertainty, childhood, psychotherapy, life expectancy",0.6063564061679395
Strategies to Minimize Selection Bias in Digital Population-Based Studies in Sport and Health Sciences: Methodological and Empirical Insights from the COMO Study,"{Objectives: Population-based surveys increasingly face challenges of declining response rates and selective participation, particularly since the COVID-19 pandemic. This article presents the COMO study’s design and sampling approach and discusses strategies to minimize selection bias in digital health surveys, focusing on participation enhancement, response rates, and sample composition from the first survey wave of the COMO Study. › Methods: The COMO study is a nationwide, prospective panel survey with three annual online waves (2023–2025). In the first wave (COMO1), a probability-based sample of 35,157 families with children aged 4–17 was recruited using a two-stage register-based sampling procedure. Participation was encouraged via a multimodal communication strategy including postal invitations, email reminders, non-monetary incentives, and social media outreach. Weighting procedures were developed based on design weights and calibration to national micro-census benchmarks. › Results: A total of 6,097 families submitted at least one complete questionnaire, corresponding to a 17.3% overall participation. The final analytical sample with full parent and child data comprised 5,240 families (15.0%). Response behavior varied by age, gender, and parental education as one proxy of socio economic status (SES), with adolescents, boys, and lower-educational households underrepresented. Reminder strategies boosted participation, particularly in early stages. A weighting procedures was developed to corrected key demographic imbalances. Qualitative analyses of 50 inquiries revealed technical, communicative, and emotional barriers, including privacy concerns and pandemic-related distress. › Conclusions: The COMO study demonstrates that targeted reminders, inclusive materials, and post-survey weighting can reduce—but not fully eliminate—selection bias. Findings underscore the need for participatory, equity-oriented, incentives designs to improve representativeness in health research, especially in underserved populations.}",2025,Deutsche Zeitschrift fur Sportmedizin,"{health equity,inclusive recruitment,panel attrition,response behavior,sampling bias}",Health Professions,BIO,-1,"sport, snot, chronic rhinosinusitis, type crssnp, tissue",0.43494763347105164
Proposing the DN(C)-model of material evidence for well-calibrated claims about past cultures,"{Stibbard-Hawkes presents a much-needed case for distinguishing between different types of evidence for cognition in past cultures. However, he does not outline an applicable approach for moving forward in making claims about the cognition of past cultures. We present an initial model for calibrating both absolute and comparative claims about past cultures' cognition and other traits.}",2025,Behavioral and Brain Sciences,,Neuroscience,BIO,0,"german, uncertainty, childhood, psychotherapy, life expectancy",1.0
Incentives and Trust Are the Main Drivers of Recruiting Participants in 6 African Countries via Web-Based Environments: A Vignette Survey Experiment,"{Background: In-person health surveys and biomarker collections (eg, blood testing) provide crucial data to monitor and investigate progress on health outcomes in sub-Saharan Africa. Bearing in mind that administrative sampling frames are often outdated and financial resources can be limited, it is of substantial policy importance to better understand whether recruitment of individuals for in-person health data collection efforts can be accomplished via web-based environments such as social media sites. Yet, there is little methodological research on (1) the feasibility of recruitment through web-based environments and (2) the factors that drive in-person survey participation rates in sub-Saharan Africa countries. Objective: This study aimed to share our experimental results on the recruitment of individuals from sub-Saharan Africa for participation in in-person, health-related surveys and biomarker collections via Facebook ads and to provide recommendations for future data collections and research. Methods: We conducted a preregistered 2×4×4 vignette experiment to investigate people’s willingness to participate in in-person health surveys and blood tests. The experiment was part of a web survey (n≈10,600) of individuals recruited via Facebook advertisements that we conducted in early 2023 in 6 sub-Saharan Africa countries (Ghana, Kenya, Nigeria, South Africa, Tanzania, and Uganda). Based on the theories of contextual integrity, economic participation, and social exchange, three factors were varied: (1) the topic (HIV or diabetes), (2) the incentive (US $0, US $2 cash, US $2 voucher, and US $2 lottery), and (3) the sponsor (nongovernmental organization, statistical office, health ministry, or local university). Results: Overall, we found that a majority of survey participants are willing to participate in in-person health surveys and provide biomarkers (vignette means range between 5.54 and 6.09 on a 1 to 7 scale). First, providing a financial incentive significantly increased the likelihood of being willing to participate (b=.180, .188, and .200; all P<.001). Second, individuals with high levels of trust in nongovernmental organizations or the health ministry were more likely to be willing to participate (b=.086 and .048; both P<.001). In contrast, 2 factors (topic and sponsor) showed mainly non-significant effects (b=.010, P=.63; b=.041, P=.18; b=.042, P=.19; b=.063, P=.05). Other factors that were related to an increase in willingness to participate included fertility levels (having children), risk-taking, having an illness (HIV, diabetes), better general health, social trust, trust in science, survey enjoyment, survey value, and cognitive skills. Conclusions: Together, the study’s results suggest that using a web-based environment for recruiting health research participants in sub-Saharan Africa can be a viable option and emphasize the importance of adequate compensation and trust in the sponsor. The findings also indicated that several attitudinal but almost none of the sociodemographic variables are systematically related to the willingness to participate in health-related in-person data collection activities.}",2025,Journal of Medical Internet Research,"{biomarker,incentives,monitoring health outcomes,participation,study sponsor,sub-saharan africa,survey methodology,topic,vignette experiment,web-based recruitment}",Medicine,BIO,-1,"sport, snot, chronic rhinosinusitis, type crssnp, tissue",0.48780346700757654
Uncertainty reduction as an alternative explanation of historical myths,"{We agree with Sijilmassi et al. that historical myths are a tool for coalition recruitment. We argue, however, that a close fit between an evolved entity and an identified function does not imply that the latter is the critical evolutionary trigger. We also propose an alternative individual-centric explanation: Historical myths reduce uncertainty by providing cognitive and behavioral guidance.}",2025,Behavioral and Brain Sciences,,Neuroscience,BIO,0,"german, uncertainty, childhood, psychotherapy, life expectancy",1.0
Barriers and facilitators to participation in women's and girls' rugby: A mixed-methods study,"{The aim of this study was to identify the perceived barriers and facilitators to participating in the elite women’s rugby pathway in England. An explanatory sequential mixed-method design was adopted comprising a survey and interviews. In total, 1,349 participants completed the survey. Quantitative survey data were analysed using descriptive statistics and Wilson-corrected frequency intervals. Subsequently, interviews were conducted with 46 survey respondents. Qualitative data were analysed using the coding stages recommended by Miles and colleagues (2019). Findings indicate that key facilitators included social support from parents, friends, and support staff within rugby, as well as participants’ enjoyment of the game, underpinned by the inclusivity of the sport, all of which contributed to both initial and continued participation. In contrast, barriers included stereotypes associated with the sport, time constraints, limited access at school, and challenges surrounding access to rugby opportunities linked with geographical location and education. The findings underline the complex and interrelated nature of these factors, which varied substantially depending on one’s age, level of playing environment, and geographical location.}",2025,Journal of Sports Sciences,"{elite sport,family,female sport,interviews,school,survey}",Health Professions,BIO,-1,"sport, snot, chronic rhinosinusitis, type crssnp, tissue",0.3551039359690898
Reduced anticoagulation targets in extracorporeal life support (RATE): protocol for a pre-planned secondary Bayesian analysis of the rate trial,"{Background: The RATE trial is a three-arm non-inferiority randomized controlled trial in adult patients treated with extracorporeal membrane oxygenation (ECMO) on the effect of anticoagulation levels on mortality, hemorrhagic, and thrombotic complications. The current protocol presents the rationale and analysis plan for evaluating the primary and secondary outcomes under the Bayesian framework. Methods: This protocol was drafted and submitted before study completion and, thus, the primary analysis. The primary outcome of the Bayesian analysis is mortality at 6 months. The secondary outcomes are severe hemorrhagic and thrombotic complications. We will use an uninformative prior for the primary analysis. Sensitivity analyses will be performed using a skeptical prior and an evidence-based informative prior. Conclusion: The proposed secondary, pre-planned Bayesian analysis of the RATE trial will provide additional information on the effect of different anticoagulation strategies during ECMO on complication rates. This additional Bayesian analysis will likely increase the validity of our results and complement the interpretation of the primary and several secondary outcomes. Trial registration: This trial is registered at https://clinicaltrials.gov/ (NCT04536272), registration date September 2, 2020. This trial is also registered at the Dutch trial register (NL7976).}",2025,Trials,,Medicine,BIO,1,"neck, baymedr, cup, prescreening, equivalence non inferiority",0.8774639706792999
Barriers and facilitators to participation in women's and girls' rugby: A mixed-methods study,"{The aim of this study was to identify the perceived barriers and facilitators to participating in the elite women’s rugby pathway in England. An explanatory sequential mixed-method design was adopted comprising a survey and interviews. In total, 1,349 participants completed the survey. Quantitative survey data were analysed using descriptive statistics and Wilson-corrected frequency intervals. Subsequently, interviews were conducted with 46 survey respondents. Qualitative data were analysed using the coding stages recommended by Miles and colleagues (2019). Findings indicate that key facilitators included social support from parents, friends, and support staff within rugby, as well as participants’ enjoyment of the game, underpinned by the inclusivity of the sport, all of which contributed to both initial and continued participation. In contrast, barriers included stereotypes associated with the sport, time constraints, limited access at school, and challenges surrounding access to rugby opportunities linked with geographical location and education. The findings underline the complex and interrelated nature of these factors, which varied substantially depending on one’s age, level of playing environment, and geographical location.}",2025,Journal of Sports Sciences,"{elite sport,family,female sport,interviews,school,survey}",Medicine,BIO,-1,"sport, snot, chronic rhinosinusitis, type crssnp, tissue",0.3629026919757879
Reduced anticoagulation targets in extracorporeal life support (RATE): protocol for a pre-planned secondary Bayesian analysis of the rate trial,"{Background: The RATE trial is a three-arm non-inferiority randomized controlled trial in adult patients treated with extracorporeal membrane oxygenation (ECMO) on the effect of anticoagulation levels on mortality, hemorrhagic, and thrombotic complications. The current protocol presents the rationale and analysis plan for evaluating the primary and secondary outcomes under the Bayesian framework. Methods: This protocol was drafted and submitted before study completion and, thus, the primary analysis. The primary outcome of the Bayesian analysis is mortality at 6 months. The secondary outcomes are severe hemorrhagic and thrombotic complications. We will use an uninformative prior for the primary analysis. Sensitivity analyses will be performed using a skeptical prior and an evidence-based informative prior. Conclusion: The proposed secondary, pre-planned Bayesian analysis of the RATE trial will provide additional information on the effect of different anticoagulation strategies during ECMO on complication rates. This additional Bayesian analysis will likely increase the validity of our results and complement the interpretation of the primary and several secondary outcomes. Trial registration: This trial is registered at https://clinicaltrials.gov/ (NCT04536272), registration date September 2, 2020. This trial is also registered at the Dutch trial register (NL7976).}",2025,Trials,,Medicine,BIO,1,"neck, baymedr, cup, prescreening, equivalence non inferiority",0.8895735743624972
Legacy of the GDR: regional disparities in childhood maltreatment in post-unification Germany,"{Background: Previous research has identified growing up in the former German Democratic Republic (GDR) as a protective factor against childhood abuse and neglect compared to growing up in the former Federal Republic of Germany (FRG). This study investigates whether these differences persist among individuals born after German reunification, providing a novel focus on the post-unification generation and the possible transgenerational transmission of childhood maltreatment in Germany. Method: The prevalence of self-reported abusive and neglected childhood experiences among 17- to 31-year-olds, stratified by gender and socio-political context (East/West), was examined using the Childhood Trauma Questionnaire (CTQ). Data of the German Health Interview and Examination Survey for Children and Adolescents (KIGGS-study) between 2014 and 2017 was used. Logistic regression models were used to assess the influence of covariates such as age, subjective social status, and education on childhood trauma experiences. Results: Altogether, 18.6% (East = 15.8%/ West = 19.0%) of the N = 5,982 participants reported at least one type of maltreatment. The prevalence of at least moderate abuse was found to be 6.8% (East = 5.8%/West = 7.0%) for emotional, 3.7% (East = 2.4%/West = 3.9%) for physical, and 3.3% (East = 1.9%/West = 3.6%) for sexual abuse, and a prevalence of 9.2% (East = 8.5%/West = 9.3%) for emotional and 8.7% (East = 7.4%/West = 8.9%) for physical neglect. Individuals residing in eastern German regions reported significant lower prevalence rates for sexual and physical abuse, as well as overall maltreatment. Conclusion: Significant regional disparities in childhood maltreatment were observed among individuals raised in post-unification Germany, suggesting the persistence of sociopolitical influences from the former GDR as a protective factor. These findings underscore the importance of understanding transgenerational transmission factors of childhood maltreatment, such as parenting behaviors within differing sociopolitical contexts. The results have important implications for child welfare policies, emphasizing the need to address regional disparities and to incorporate historical and sociopolitical factors into future research and intervention strategies.}",2025,Child and Adolescent Psychiatry and Mental Health,"{abuse,childhood maltreatment,germany,neglect,transgenerational,unification}",Medicine,BIO,0,"german, uncertainty, childhood, psychotherapy, life expectancy",0.4923170588955192
The long arm of repression: determinants of psychotherapy use among East Germans and its relevance for today’s institutional trust—psychotherapeutic implications of political repression in the former German Democratic Republic,"{Introduction: Maintaining trust in social institutions is a critical challenge for Western democracies. We examine the role of psychotherapy on institutional trust in the former German Democratic Republic (GDR; now: New Federal States of Germany) which used open and covert methods to keep opposition members under control. Methods: The study with n = 1,805 individuals who were born and socialized in the former GDR (i.e., born before 1980) was conducted in 2022. Logistic regression models to predict a person’s probability of psychotherapy use after the system change from the GDR to the New Federal States of Germany were built using a basic model derived from the literature with predictor variables such as gender and education. This model was extended by experiences of repression. In a second analysis, linear regression models to predict institutional trust were analyzed following a similar strategy with the addition of psychotherapy experience as a predictor. Results: Reporting repression in the GDR (44% of the total sample) was related to a higher probability of psychotherapy use. In the group who reported personally experienced repression (15% of the total sample), psychotherapy appeared to be relevant for higher levels of institutional trust. Discussion: Psychotherapy might have the potential to help regaining institutional trust after a system change. Psychotherapists should consider that patients who experienced (post-)socialism were commonly affected by repression and might show less institutional trust including the healthcare system. Furthermore, this study revealed an estimation of the occurrence of repression in a representative sample in the former GDR.}",2025,Frontiers in Public Health,"{gdr,institutional trust,psychotherapy,repression,system change}",Medicine,BIO,0,"german, uncertainty, childhood, psychotherapy, life expectancy",0.4278909225348497
