title,abstract,year,source,keyword,middle_group,cluster,topic,topic_label,topic_prob
Asking for Traces: A Vignette Study on Acceptability Norms and Personal Willingness to Donate Digital Trace Data,"{Digital trace data are increasingly used in the social sciences. Given the risks associated with data access via application programming interfaces (APIs) as well as ethical discussions around the use of such data, data donations have been proposed as a methodologically reliable and ethically sound way of collecting digital trace data. While data donations have many advantages, study participants may be reluctant to share their data, for example, due to privacy concerns. To assess which factors in a data donation request are relevant for participants’ acceptance and decisions, we conducted a vignette experiment investigating the general acceptability and personal willingness to donate various data types (i.e., data from GPS, web browsing, LinkedIn/Xing, Facebook, and TikTok) for research purposes. The preregistered study was implemented in the probability-based German Internet Panel (GIP) and gathered responses from n = 3821 participants. Results show that people rate the general acceptability of data donation requests higher than their own willingness to donate data. Regarding the different data types, respondents indicated that they would be more willing to donate their LinkedIn/Xing, TikTok, and GPS data compared to web browsing and Facebook data. In contrast, information about whether the donated data would be shared with other researchers and data security did not affect the responses to the respective donation scenarios. Based on these results, we discuss implications for studies employing data donations.}",2024,Social Science Computer Review,"{data donation,data linkage,data sharing consent,digital trace data,privacy attitudes,vignette experiment}",Social Sciences,SS,2,"facebook, reliability, web browsing, tracking, life",1.0
The Effect of Question Positioning on Data Quality in Web Surveys,"{The quality of data in surveys is affected by response burden and questionnaire length. With an increasing number of questions, respondents can become bored, tired, and annoyed and may take shortcuts to reduce the effort needed to complete the survey. In this article, direct evidence is presented on how the position of items within a web questionnaire influences respondents’ focus of attention. In two experiments, part of an eye-tracking study and an online survey, respectively, a variety of indicators show that data quality is lower if the experimental question is positioned at the end rather than at the beginning of a questionnaire. Practical implications are discussed.}",2024,Sociological Methods and Research,"{data quality,question positioning,response bias}",Social Sciences,SS,15,"closed, quality, pretesting, coding, interviewing",0.22564744222748778
Supporting Data Discovery: Comparing Perspectives of Support Specialists and Researchers,"{Purpose: Much of the research in data discovery is centered on the users’ viewpoint, frequently overlooking the perspective of those who develop and maintain the discovery infrastructure. Our goal is to conduct a comparative study on research data discovery, examining both support specialists’ and researchers’ views by merging new analysis with prior research insights. Methods: This work summarizes the studies the authors have conducted over the last seven years investigating the data discovery practices of support specialists from different disciplines. Although support specialists were not the main target of some of these studies, data about their perspectives was collected. Our corpus comprises in-depth interviews with 6 social science support specialists, interviews with 19 researchers and 3 support specialists from multiple disciplines, a global survey with 1630 researchers and 47 support specialists, and a use case analysis of 25 support specialists. In the analysis section, we juxtapose the fresh insights on support specialists’ views with the already documented perspectives of researchers for a holistic understanding. The latter is primarily discussed in the literature review, with references made in the analysis section to draw comparisons. Results: We found that support specialists’ views on data discovery are not entirely different from those of the researchers. There are, however, some differences that we have identified, most notably the interconnection of data discovery with general web search, literature search, and social networks. Conclusion: We conclude by proposing recommendations for different types of support work to better support researchers’ data discovery practices.}",2024,Data Science Journal,"{data discovery,data reuse,research data management,research data services}",Computer Science,SS,2,"facebook, reliability, web browsing, tracking, life",1.0
Politicized and Paranoid? Assessing Attitudinal Predictors of Alternative News Consumption,"{The study of right-wing alternative news sources has moved to the center of scholarly attention recently. Such sources cater to news consumers characterized by extreme political views and mistrust toward mainstream news. However, research into the predictors of alternative news consumption is still scarce. We approach this gap by combining online tracking and survey data from 2,009 German panel participants. We find conspiratorial thinking and pro-Russian stance to be predictors of alternative news consumption, both in absolute and in relative terms. Our analysis thus contributes to a more nuanced understanding of alternative news consumers.}",2024,Journal of Broadcasting and Electronic Media,,Social Sciences,SS,4,"polarization, security, misinformation, social media, election",1.0
"Social Media, Misinformation, and Attitudes Towards Democracy in Germany During the Covid-19 Pandemic","{Social media platforms are a double-edged sword, serving as sources of both critical information and harmful misinformation. This duality has sparked debates about their potential role in threatening democracy, boosting radical parties, and amplifying authoritarian and populist attitudes. While much research has focused on how misinformation and social media usage can influence voting for radical and populist parties, research on how diffuse and specific support for democracy are affected by the level of misinformation is more scarce. This study examines how satisfaction with democracy, democratic legitimacy, and adherence to liberal democratic principles are shaped by social media usage and citizens’ susceptibility to misinformation. Employing novel data from an online survey conducted in Germany in June 2021, we show that political information sources and misinformation exposure have a greater impact on perceptions of democratic functioning than on support for democracy as a political ideal. Furthermore, for citizens prone to believing misinformation, media consumption habits have no significant impact highlighting a critical blind spot in addressing democracy’s resilience in the digital age.}",2024,German Politics,,Social Sciences,SS,4,"polarization, security, misinformation, social media, election",0.8080897763895003
When to use the k-rule?-Criteria for managing uniqueness and de-anonymization risk in social science survey data,"{Anonymization plays a large role for data sharing in the social sciences, where research subjects are often human. In this paper we are looking at k-anonymization, an anonymization strategy rarely used in the social sciences. This is due to high-dimensional socio-economic information necessary for social science research. Here, the k-rule is often too rigid and leads to information loss. We argue, however, that certain datasets need to be k-anonymized and suggest criteria to determine the need for this rule. We then apply our criteria to example datasets from a social science data archive. In doing so, we provide criteria for data curators to determine which level of anonymization to apply to data at hand and hands-on examples on how to apply them. We aim to improve workflows for data archives and support safe data sharing practices.}",2024,Transactions on Data Privacy,"{anonymization,data confidentiality,k-anonymity,quasi-identifier,social science}",Computer Science,SS,12,"digital, frameworks, social science, measurement invariance, error",0.595008357501903
Gendered wage returns to changes in non-routine job tasks: Evidence from Germany,"{The labor market exhibits persistent occupational segregation by gender, with women and men performing distinct job tasks within their occupations. Prior research suggests that non-routine job tasks generally lead to higher wages, especially in digitally advancing contexts. However, these findings are largely based on cross-sectional data and neglect gender as a relevant dimension of inequality. We analyze three-wave panel data over nine years from the German National Educational Panel Study to explore the relationship between changes in non-routine job tasks and wages by gender. Given the constrained wage-setting opportunities within German firms, we further examine whether the association between task changes and wages differs for employees with and without job changes, both within and across occupational segments. Our fixed-effect regression analyses reveal gender-specific associations between changes in non-routine job tasks and wage increases. Men benefit from performing more complex and autonomous tasks, with additional gains when an inter-segmental job change accompanies the increase in complex job tasks. Conversely, women do not see wage benefits from enhancements in either complex or autonomous job tasks. These findings underscore the gendered patterns of wage increases associated with advancements in non-routine job tasks, with men profiting intra-individually from shifts towards more non-routine job tasks.}",2024,Research in Social Stratification and Mobility,"{gender segregation,job changes,neps,occupational segregation,panel data,technological change}",Social Sciences,SS,0,"germany, migration, differences, personality, election",0.4150140368290337
United in disagreement: Analyzing policy networks in EU policy making,"{Shared belief systems are generally assumed to forge policy networks. Empirical evidence whether and to what extend shared policy core beliefs create ally networks and under which circumstances shared policy core beliefs are not necessary to form these networks, however, is limited. Based on a novel inferential network approach in combination with mediation analysis, this study investigates the role of belief systems as a link between interest group type and policy preference congruence, ultimately leading to ally networks in the European Union. In order to measure the intervening effect of policy core beliefs, automated text analysis is used. Our results suggest that shared policy core beliefs are a strong mediator for members of the same interest group. In addition, “strange bedfellow” networks between NGOs and businesses do, in fact, lack belief congruence and emerge on issues with low potential for intergroup conflict. This paper makes a contribution to our understanding of ally network formation and adds to the emerging line of research which combines quantitative text with inferential network analysis.}",2024,Review of Policy Research,"{advocacy coalitions,automated text analysis,eu energy policy,inferential network analysis,interest groups}",Social Sciences,SS,-1,"energy, political, moderation, network, europe",0.026930069604869076
Facebook as an Avenue to News: A Comparison and Validation of Approaches to Identify Facebook Referrals,"{Given that Facebook is still the most widely used social networking site in the world, its influence on democratic processes is under constant scrutiny. Academics have put a special focus on Facebook’s role in inhibiting or enhancing citizens’ news exposure. Recent studies using digital behavioral data have analyzed the prevalence and effects of “Facebook news referrals.” Using a web tracking tool that captures general browsing behavior as well as public posts seen on Facebook, this paper lays the groundwork for the field by assessing the validity of previously proposed operationalizations. We validate news referrals by investigating whether different measures actually reflect exposure to a news URL a user saw on Facebook. We furthermore assess the effects of news referrals on central outcomes in extant literature, contingent on different operationalizations. The results show that the most precise measure of news referrals are click identifiers attached to news URLs by Facebook. Different operationalizations of referrals have theoretically impactful consequences for the substantive understanding of Facebook’s role in high-choice online environments. The paper demonstrates the need for academics to constantly innovate in order to measure citizens’ online behavior in an ecologically valid manner.}",2024,Political Communication,"{data linking,facebook,news exposure,referrals,web browsing data}",Social Sciences,SS,2,"facebook, reliability, web browsing, tracking, life",0.10970975050020998
Mind the context! The role of theoretical concepts for analyzing legislative text data,"{With the progressing advances in text analysis methods and the increasing accessibility of parliamentary documents, the range of available tools for legislative scholars has increased massively over the past years. While the potential for comparative studies is huge, researchers can easily overlook the pitfalls associated with analyzing these documents. Against this background, I asses which theoretical considerations need to be carefully thought through preceding any (legislative) text analysis: I show that a clear definition and conceptualization of the unit of analysis such as speech or bill can vary substantially depending on the research interest. Furthermore, I discuss how the nested structure of legislative behavior and the data generating process influence our theoretic assumptions about parliamentary behavior. Based on these concepts, I derive some recommendations for the theoretical approach to quantitative textual analyses of parliamentary documents.}",2024,Research and Politics,"{legislative politics,parliamentary speeches,text-as-data}",Social Sciences,SS,1,"machine learning, large language models, llms, mining, errors",1.0
The (fe-)male breadwinner? Beliefs about gender roles in East Germany: An age-period-cohort analysis,"{Background: Beliefs about gender roles develop in a complex interplay of individual factors with the sociopolitical and historical context. They differ between birth cohorts, depend on individual age, and change over time. In recent years, a certain retraditionalization was observed, especially in younger East German birth cohorts. This study investigates whether younger cohorts indeed show more traditional beliefs when considering age and period effects as well as sociodemographic factors. Methods: Using data from seven cross sections (1992 to 2016) of an East German sample of the German General Social Survey (N = 5,426), hierarchical age-period-cohort (HAPC) analyses were applied to simultaneously estimate the effects of age, birth cohort, and time period on gender role beliefs. Results: Significant cohort effects were observed, with those cohorts born and raised in the German Democratic Republic (GDR) showing the most egalitarian views. Similar to the oldest cohorts, the youngest cohorts exhibited more traditional beliefs. Conclusion: The results indeed suggest a trend toward retraditionalization of the gender role beliefs in the generations born after the end of the GDR compared to those born during its existence. Implications as well as limitations of the HAPC method are critically discussed.}",2024,Thirty Years After the Berlin Wall: German Unification and Transformation Research,,,SS,0,"germany, migration, differences, personality, election",1.0
Do social engagement skills exist and matter beyond personality facet traits and vocational interests? A generalization study across six countries,"{Social engagement skills as capacities for active interpersonal engagement are thought to conceptually differ from behavioral and motivational tendencies and to predict learning and life outcomes. We tested these assumptions on the distinct nature and relevance of social engagement skills. Quota-representative self-reports from 6987 adults in six countries showed strong relations of social engagement skills with personality facets and weaker with vocational interests. Partially supporting their distinctiveness, social engagement skills were not fully reducible to those correlates. Skills predicted self-reported learning, quality-of-life, and job outcomes, but offered little incremental validity beyond personality and interests. Results largely generalized across countries. Yet, the complex interplay between social engagement skills, individual differences, and outcomes demonstrated cross-country variations, suggesting sensitivity to sociocontextual factors. We conclude that while social engagement skills conceptually differ from personality and interests and in themselves predict life success, they add limited empirical value beyond these constructs, at least for self-reports. Educational relevance statement: Social engagement skills are the capacities to actively engage with others. It is thought that these capacities differ from other person characteristics (e.g., behavioral or motivational tendencies), and that this distinction matters for explaining life success. Our study showed that while self-reported social engagement skills shared similarities with other person characteristics, they still had unique aspects. Moreover, social engagement skills mattered, such that more skilled adults reported higher quality-of-life, but not necessarily better learning. However, social engagement skills did not provide much extra insight into life success beyond what was already known from other person characteristics. Other than the remaining results, these complex relations between social engagement skills, person characteristics, and life success largely varied across countries. The results highlight the importance of assessing social skills in a situation-specific manner, which will be imperative for targeted educational practices in the future. Moreover, our study focused on adults, limiting applicability to youth, but results suggest that intervention efforts targeting social engagement skills may probably yield more interpersonal than academic benefits. Finally, when designing or adapting complex educational programs, practitioners should consider sociocontextual factors.}",2024,Learning and Individual Differences,"{cross-national data,individual differences,learning,life outcomes,social-emotional skills}",Social Sciences,SS,0,"germany, migration, differences, personality, election",1.0
"Socio-emotional experiences of primary school students: Relations to teachers’ underestimation, overestimation, or accurate judgment of their cognitive ability","{Previous research revealed that students who are overestimated in their ability by their teachers experience school more positively than underestimated students. In the present study, we compared the socio-emotional experiences of N = 1516 students whose cognitive abilities were overestimated, accurately judged, or underestimated by their teachers. We applied propensity score matching using students’ cognitive ability, gender, language, parental education, and teacher’s acquaintance with them as covariates for building the three student groups. Matching students on these variables, reduced the original sample size to subsamples with n1 = 348, and n2 = 312 with exact matching including classroom. We compared overestimated, accurately judged, or underestimated students in both matching samples in their socio-emotional profiles (comprised of academic self-concept, joy of learning, attitude towards school, willingness to make an effort, social integration, perceived class climate, and feeling of being accepted by the teacher) by linear discriminant analyses. Groups significantly differed in their profiles. Overestimated students had the most positive socio-emotional experiences of school, followed by accurately judged students. Underestimated students experienced school most negatively. Differences in experiences were most pronounced for the learning environment (medium to large effects for academic self-concept, joy of learning, and willingness to make an effort; negligible effect for attitude towards school) and less for the social environment (medium effects for feeling of being accepted by the teacher; negligible effects for social integration and perceived class climate).}",2024,Social Psychology of Education,"{cognitive ability,primary school,propensity score matching,socio-emotional experiences,teacher judgment accuracy}",Psychology,SS,0,"germany, migration, differences, personality, election",0.8283705313134622
Novelty in News Search: A Longitudinal Study of the 2020 US Elections,"{The 2020 US elections news coverage was extensive, with new pieces of information generated rapidly. This evolving scenario presented an opportunity to study the performance of search engines in a context in which they had to quickly process information as it was published. We analyze novelty, a measurement of new items that emerge in the top news search results, to compare the coverage and visibility of different topics. Using virtual agents that simulate human web browsing behavior to collect search engine result pages, we conduct a longitudinal study of news results of five search engines collected in short bursts (every 21 minutes) from two regions (Oregon, US and Frankfurt, Germany), starting on election day and lasting until one day after the announcement of Biden as the winner. We find more new items emerging for election related queries (“joe biden,” “donald trump,” and “us elections”) compared to topical (e.g., “coronavirus”) or stable (e.g., “holocaust”) queries. We demonstrate that our method captures sudden changes in highly covered news topics as well as multiple differences across search engines and regions over time. We highlight novelty imbalances between candidate queries which affect their visibility during electoral periods, and conclude that, when it comes to news, search engines are responsible for such imbalances, either due to their algorithms or the set of news sources that they rely on.}",2024,Social Science Computer Review,,Social Sciences,SS,24,"search engines, performance, open science, political science, 2021",1.0
EyeLiveMetrics: Real-time Analysis of Online Reading with Eye Tracking,"{Existing eye tracking software have certain limitations, especially with respect to monitoring reading online: (1) Most eye tracking software record eye tracking data as raw coordinates and stimuli as screen images/videos, but without inherent links between both. Analysts must draw areas of interest (AOIs) on webpage text for more fine-grained reading analysis. (2) The computation and analysis of fixation and reading metrics are done after the experiment and thus cannot be used for live applications. We present EyeLiveMetrics, a browser plugin that automatically maps raw gaze coordinates to text in real time. The plugin instantly calculates, stores, and provides fixation, saccade, and reading measures on words and paragraphs so that gaze behavior can be analyzed immediately. We also discuss the results of a comparative evaluation. EyeLiveMetrics offers a flexible way to measure reading on the web - for research experiments and live applications.}",2024,Eye Tracking Research and Applications Symposium (ETRA),"{browser plugin,eye tracking,online reading,reading metrics,real-time analysis}",Computer Science,SS,2,"facebook, reliability, web browsing, tracking, life",0.9658812164725955
Uncovering latent profiles of ICT self-concept among adults in Germany and their relation with gender,"{Self-concept related to the use of information and communication technology (ICT-SC) is reflected in how people feel and behave when confronted with digital technologies. Although evidence from variable-centered analyses suggests a hierarchical and multidimensional structure of ICT-SC in heterogeneous populations, it is not yet known whether different profiles of general ICT-SC and specific ICT-SC domains (communicate, process and store, generate content, safe application, solve problems) exist. This study aims to extend previous research using person-centered analyses and to examine whether different profiles of ICT-SC can be identified in a heterogeneous adult population (18–69 years) from Germany and how these profiles relate to gender. Results of a latent profile analysis (German quota sample, N = 369) indicate a reliable three-profile solution. Profile I (n = 48) is characterised by rather low ICT-SC with relative profile strengths in the verbal-interactive domains (communicate, process and store). Profile II (n = 149) is characterised by low to average ICT-SC across ICT-SC domains. Profile III (n = 172) is characterised by high ICT-SC with profile strengths in the technical-analytical domains (safe application, solve problems). Gender did not correlate significantly with profile membership. We discuss the practical implications of the results for ICT-SC interventions and suggest directions for future research.}",2024,Behaviour and Information Technology,"{digcomp,gender differences,ict competence,ict self-concept,latent profile analysis}",Arts and Humanities,SS,0,"germany, migration, differences, personality, election",1.0
LGB+ identity and its implications for the policy positions of parliamentary candidates,"{Several studies concentrate on the representation of minority groups and the policy goals that members of these groups highlight when becoming candidates for public offices. However, we do not know much about the degree of parliamentary representation of sexual minorities and what ideological profile politicians with an LGB+ identity adopt. We aim at filling this gap by analysing the ideological stances of LGB+ candidates on key policy dimensions. Using data from the 2021 German candidate study, we find that the self-identification as LGB+ contributes significantly to adopting progressive stances on the socio-cultural dimension and more favourable positions on welfare state expansion, regardless of further important factors like party affiliation. Moreover, candidates who consider themselves LGB+ do take on significantly less traditional positions on the socio-cultural dimension compared to the position of their party, indicating that increasing descriptive representation of LGB+ individuals in parliament leads to a strengthening of more progressive voices in parliament and a stronger substantive representation of LGB+ interests.}",2024,European Political Science Review,"{german bundestag,lgb+,parliamentary candidates,policy positions,representation}",Social Sciences,SS,0,"germany, migration, differences, personality, election",0.3804496466832277
Archiving and Temporal Analysis of Behavioral Web Data - Tales from the Inside,"{Behavioral web data such as social web activity streams, query logs or behavioral traces from web search and navigation are crucial to understand the temporal evolution of the web and the human interactions that produce web data and models trained on such data. Thus, behavioral web data empowers research in various fields, such as (temporal) information retrieval, computational social science or cognitive and behavioral modeling of users over time. On the other hand, archiving and using such kind of data is associated with a number of technical and non-technical challenges, e.g. legal and ethical concerns, fast decay of data over time, as well as dependency on 3rd party gatekeepers, such as Twitter/X or Google. We present case studies from many years of research into archiving and temporal analysis of behavioral web data, including large-scale social web archives such as TweetsKB, based on an archive of 14 bn tweets harvested continuously since 2013, and web search and navigation behavior tracked through user studies, longitudinal panels or crowdsourcing-based quasi experiments.}",2024,WWW 2024 Companion - Companion Proceedings of the ACM Web Conference,,Computer Science,SS,2,"facebook, reliability, web browsing, tracking, life",1.0
Thirty Years After the Berlin Wall: German Unification and Transformation Research,"{This book examines the increasing body of research dedicated to the lasting differences between the former separate states of the Federal German Republic (FRG) and the German Democratic Republic (GDR). Thirty years after the fall of the Berlin Wall, it takes a broad view on German unification and transformation research. Transformation and unification processes in East and West Germany are still ongoing, and they may serve as a model for social change and its political, economic, and psychological consequences. Using advanced statistical methods of analysis, this edited volume provides insights into the valuable contextualization of individual and social phenomena that current research on German unification and transformation is producing. Following the open science mindset using code and data, the authors investigate temporal trends in (1) mental health, (2) political attitudes, and (3) work and family life. It explores changes in mental health and political attitudes, as well as continued differences in work and family arrangements, that may stem from heterogeneous experiences within the systems and during the transformation process. This book will appeal to scholars and students from the disciplines of sociology, political science, public health, social psychology, psychology, and communication science interested in postsocialist transition processes and temporal changes in individuals and societies.}",2024,Thirty Years After the Berlin Wall: German Unification and Transformation Research,,,SS,19,"chapter, processes, germany, changes, political attitudes",1.0
Multiple imputation of partially observed covariates in discrete-time survival analysis,"{Discrete-time survival analysis (DTSA) models are a popular way of modeling events in the social sciences. However, the analysis of discrete-time survival data is challenged by missing data in one or more covariates. Negative consequences of missing covariate data include efficiency losses and possible bias. A popular approach to circumventing these consequences is multiple imputation (MI). In MI, it is crucial to include outcome information in the imputation models. As there is little guidance on how to incorporate the observed outcome information into the imputation model of missing covariates in DTSA, we explore different existing approaches using fully conditional specification (FCS) MI and substantive-model compatible (SMC)-FCS MI. We extend SMC-FCS for DTSA and provide an implementation in the smcfcs R package. We compare the approaches using Monte Carlo simulations and demonstrate a good performance of the new approach compared to existing approaches.}",2024,Sociological Methods and Research,"{event analysis,family research,fully conditional specification,missing data,multiple imputation,smcfcs,survival analysis}",Social Sciences,SS,6,"nonresponse, waves, machine learning, mixed mode panel, population",0.05643823059808068
Embedding models for supervised automatic extraction and classification of named entities in scientific acknowledgements,"{Acknowledgments in scientific papers may give an insight into aspects of the scientific community, such as reward systems, collaboration patterns, and hidden research trends. The aim of the paper is to evaluate the performance of different embedding models for the task of automatic extraction and classification of acknowledged entities from the acknowledgment text in scientific papers. We trained and implemented a named entity recognition (NER) task using the flair NLP framework. The training was conducted using three default Flair NER models with four differently-sized corpora and different versions of the flair NLP framework. The Flair Embeddings model trained on the medium corpus with the latest FLAIR version showed the best accuracy of 0.79. Expanding the size of a training corpus from very small to medium size massively increased the accuracy of all training algorithms, but further expansion of the training corpus did not bring further improvement. Moreover, the performance of the model slightly deteriorated. Our model is able to recognize six entity types: funding agency, grant number, individuals, university, corporation, and miscellaneous. The model works more precisely for some entity types than for others; thus, individuals and grant numbers showed a very good F1-Score over 0.9. Most of the previous works on acknowledgment analysis were limited by the manual evaluation of data and therefore by the amount of processed data. This model can be applied for the comprehensive analysis of acknowledgment texts and may potentially make a great contribution to the field of automated acknowledgment analysis.}",2024,Scientometrics,"{acknowledgement,flair nlp-framework,named entity recognition,natural language processing,text mining,web of science}",Social Sciences,SS,9,"government, metadata, channels, recognition, energy",0.1070470533311569
What Did I Say Again? Relating User Needs to Search Outcomes in Conversational Commerce,"{Recent advances in natural language processing and deep learning have accelerated the development of digital assistants. In conversational commerce, these assistants help customers find suitable products in online shops through natural language conversations. During the dialogue, the assistant identifies the customer's needs and preferences and subsequently suggests potentially relevant products. Traditional online shops often allow users to filter search results based on their preferences using facets. Selected facets can also serve as a reminder of how the product base was filtered. In conversational commerce, however, the absence of facets and the use of advanced natural language processing techniques can leave customers uncertain about how their input was processed by the system. This can hinder transparency and trust, which are critical factors influencing customers' purchase intentions. To address this issue, we propose a novel text-based digital assistant that, in the product assessment step, explains how specific product aspects relate to the user's previous utterances to enhance transparency and facilitate informed decision-making. We conducted a user study (N=135) and found a significant increase in user-perceived transparency when natural language explanations and highlighted text passages were provided, demonstrating their potential to extend system transparency to the product assessment step in conversational commerce.}",2024,ACM International Conference Proceeding Series,"{chatbot,conversational commerce,conversational search,conversational user interfaces,explanations,product search}",Computer Science,SS,-1,"energy, political, moderation, network, europe",0.0006092882798534425
Improving media trust research through better measurement: An item response theory perspective,"{While trust in news media has come to the forefront of scholarly and public debate in recent years, academic researchers have raised persistent concern that measurement issues have prevented a better understanding of the concept. This research introduces an item response theory (IRT) perspective to advance the state-of-the-art in media trust measurement beyond recent conceptual and analytical progress. I argue that standard survey instruments that concentrate on the perceived believability of news media restrict our capability to measure truly low media trust. Furthermore, I suggest an important yet previously unnoticed pathway to overcoming this restriction in a scale by Abdulla et al. that captures currency perceptions alongside believability perceptions. Using a representative survey conducted in Germany, I find robust empirical evidence that capturing currency vs. believability perceptions significantly impacts our ability to accurately measure lower vs. higher levels of media trust. The findings have implications for not only studies of media trust’s associations with antecedent and consequential constructs but any attempt to determine the true amount and divergence of citizens’ media trust. More generally, the results demonstrate how IRT aids in putting scholarly debates on the dimensionality and interplay of trust with distrust on more common and fruitful grounds.}",2024,Journal of Trust Research,"{confirmatory item factor analysis,item response theory,measurement,media trust,news credibility,news media,survey research}",Social Sciences,SS,5,"trust, learning, journalism, measurement, groups",1.0
Do Online Ads Sway Voters? Understanding the Persuasiveness of Online Political Ads,"{This study investigates the effect of online political ads on party preference, and whether this effect is more pronounced for newer political parties and voters who are less politically knowledgeable and literate regarding online privacy. A mixed-method approach, combining Facebook browser tracking data and a four-wave panel survey, was adopted during the 2021 Dutch General Election campaign. The results showed that the number of political ads received from a specific party has a positive effect on both the propensity and choice to vote for that party. In addition, people with less political knowledge and online privacy literacy are more likely to be persuaded by online political ads. However, at the party level, there is no evidence indicating that the effect of political ads on party preference is stronger for new parties than for established parties. Overall, this study shows that voters can be persuaded via the frequency of exposure to online political ads, but the extent to which they are affected can vary.}",2024,Political Communication,"{browser tracking,new party,online political ads,online privacy literacy,panel survey,political knowledge,propensity to vote,vote choice}",Social Sciences,SS,-1,"energy, political, moderation, network, europe",0.13212778198928943
Panel Conditioning in A Probability-based Longitudinal study: A Comparison of Respondents with Different Levels of Survey Experience,"{Learning effects due to repeated interviewing, also known as panel conditioning, are a major threat to response quality in later waves of a panel study. To date, research has not provided a clear picture regarding the circumstances, mechanisms, and dimensions of potential panel conditioning effects. In particular, the effects of conditioning frequency, that is, different levels of experience within a panel, on response quality are underexplored. Against this background, we investigated the effects of panel conditioning by using data from the GESIS Panel, a German mixed-mode probability-based panel study. Using two refreshment samples, we compared three panel cohorts with differing levels of experience on several response quality indicators related to the mechanisms of reflection, satisficing, and social desirability. Overall, we find evidence for both negative (i.e., disadvantageous for response quality) and positive (i.e., advantageous for response quality) panel conditioning. Highly experienced respondents were more likely to satisfice by speeding through the questionnaire. They also had a higher probability of refusing to answer sensitive questions than less experienced panel members. However, more experienced respondents were also more likely to optimize the response process by needing less time compared to panelists with lower experience levels (when controlling for speeding). In contrast, we did not find significant differences with respect to the number of ""don't know""responses, nondifferentiation, the selection of first response categories and mid-responses, and the number of nontriggered filter questions. Of the observed differences, speeding showed the highest magnitude with an average increase of 6.0 percentage points for highly experienced panel members compared to low experienced panelists.}",2024,Journal of Survey Statistics and Methodology,"{data quality,longitudinal surveys,panel conditioning,probability-based panel study}",Decision Sciences,SS,6,"nonresponse, waves, machine learning, mixed mode panel, population",0.6291887784735493
"Mood and fluency: The case of pronunciation ease, liking and trust","{We explored the impact of mood on the judgemental consequences of word pronounceability in six Experiments (1 preregistered, total N = 1183). Positive and negative mood was induced via video clips (all but Experiment 4) and subliminal affective primes (Experiment 4). Additionally, participants were presented with easy- and difficult-to-pronounce letter strings. These were framed as target words to be judged for liking (Experiments 1–2), as names of eBay sellers to be judged for trustworthiness (Experiments 3–5), or as either seller names or passwords to provoke opposing interpretations of pronunciation fluency (Experiment 6). While pronounceability showed a robust effect across experiments, mood did not modulate the judgemental use of (Experiments 1–4), the correction for (Experiment 5) and the interpretation (Experiment 6) of word pronounceability. In conclusion, the judgemental effects of pronounceability persist despite the presence of more objective and task-pertinent cues, resist judgemental correction and remain unaffected by affective states.}",2024,European Journal of Social Psychology,"{affect,fluency,mood,pronounceability,trust}",Psychology,SS,28,"interviewing, performance, pretesting, machine learning, prevalence",1.0
"Migration, daily commuting, or second residence? The role of location-specific capital and distance to workplace in regional mobility decisions","{BACKGROUND If a new job is located in a different region from the place of residence, individuals or households can choose between moving or commuting. However, so far mobility alternatives and their drivers remain under-researched from a comparative perspective. OBJECTIVE We investigate the determinants of the mobility choices of individuals who have taken a distant job (50 km or more), considering three options, (1) permanent migration, (2) daily commuting, (3) weekly commuting (i.e., a second residence), thereby focusing on the interplay between migration costs linked to different sources of location-specific capital (property ownership, working partner, school-age children) and transition costs linked to the distance travelled. METHODS We use longitudinal data from the German Socio-economic Panel (SOEP, 2001–2019) and estimate probit regression models with Heckman correction to account for sample selection. RESULTS We find that a large distance to the workplace favors the decision to migrate or to commute weekly, while a high endowment with location-specific capital favors daily or weekly commuting. Weekly commuting is particularly chosen when both migration and transition costs are very high. However, parents of school-age children are more inclined to commute daily, suggesting that they are often more willing to accept high transition costs than to be separated from their family during the week. CONTRIBUTION This study is one of the first to differentiate between daily and weekly commuting in a comparative analysis of mobility determinants. It complements previous findings by relying on a precise measure of spatial distance and examining real mobility behavior instead of self-reported mobility intentions.}",2024,Demographic Research,,Social Sciences,SS,0,"germany, migration, differences, personality, election",0.41980672835271593
Citizens’ Acceptance of Data-Driven Political Campaigning: A 25-Country Cross-National Vignette Study,"{This paper investigates how the acceptance of data-driven political campaigning depends on four different message characteristics. A vignette study was conducted in 25 countries with a total of 14,390 respondents who all evaluated multiple descriptions of political advertisements. Relying on multi-level models, we find that in particular the source and the issue of the message matters. Messages that are sent by a party the respondent likes and deal with a political issue the respondent considers important are rated more acceptable. Furthermore, targeting based on general characteristics instead of individual ones is considered more acceptable, as is a general call to participate in the upcoming elections instead of a specific call to vote for a certain party. Effects differ across regulatory contexts, with the negative impact of both individual targeting and a specific call to vote for a certain party being in countries that have higher levels of legislative regulation.}",2024,Social Science Computer Review,"{acceptance,cross-national comparison,data driven campaigns,data-driven campaigning,elections,microtargeting,privacy,privacy regulations,vignette study,vignettes}",Social Sciences,SS,16,"public opinion, driven, psychology, privacy, cross",1.0
