title,abstract,year,source,keyword,class_name,middle_group,subject_area,cluster,year_raw,clean_text,topic,topic_prob,topic_label
Loneliness: A Scoping Review of Reviews From 2001 to 2023,"{The growing number of primary studies and reviews on loneliness, and the multidisciplinary efforts to comprehend this complex phenomenon from various perspectives, underscore the heightened recognition of its impact on individual and societal well-being and health. To comprehensively assess the size and scope of this research field, we conducted a scoping review of 35 English-language reviews of primary studies on loneliness, published between 2001 and 2023. Focusing specifically on psychological research, these reviews covered a total of N = 1,089 studies, which were conducted between 1986 and 2022. In addition to providing a broad overview of the structure of the field, the present scoping review aimed to explore the methodological landscape of loneliness research, including data collection, sample demographics, and measures, and to present key topics and evidence in the field. By deepening the understanding of loneliness and identifying data gaps and methodological challenges, our analyses provide critical insights for future research endeavors, thereby fostering advances in the field.}",2025,Journal of Psychology,"{content of research,loneliness,research methodology,scoping review of reviews,structure of the field}","Business, Management and Accounting (miscellaneous)","Business, Management and Accounting",Social Sciences & Humanities,OTHER,2025,"loneliness: a scoping review of reviews from 2001 to 2023 {the growing number of primary studies and reviews on loneliness, and the multidisciplinary efforts to comprehend this complex phenomenon from various perspectives, underscore the heightened recognition of its impact on individual and societal well-being and health. to comprehensively assess the size and scope of this research field, we conducted a scoping review of 35 english-language reviews of primary studies on loneliness, published between 2001 and 2023. focusing specifically on psychological research, these reviews covered a total of n = 1,089 studies, which were conducted between 1986 and 2022. in addition to providing a broad overview of the structure of the field, the present scoping review aimed to explore the methodological landscape of loneliness research, including data collection, sample demographics, and measures, and to present key topics and evidence in the field. by deepening the understanding of loneliness and identifying data gaps and methodological challenges, our analyses provide critical insights for future research endeavors, thereby fostering advances in the field.} {content of research,loneliness,research methodology,scoping review of reviews,structure of the field} {content of research,loneliness,research methodology,scoping review of reviews,structure of the field}",-1,0.0,"germany, ontology, marriage, networks, multilingual"
"Cultural identity development in adult forced migrants: The psychometrics of a measure in Arabic, Spanish, and Ukrainian","{The aim of the present study was to assess the psychometric equivalence of Arabic-, Spanish-, and Ukrainian-language versions of the Multigroup Ethnic and National Identity Measure (MENI), a measure of cultural identity development comprised of an ethic identity and a national identity scale. The psychometric properties of the three language versions were examined and confirmatory factor analysis (CFA) was conducted to evaluate model fit and test measurement invariance in a sample of adult forced migrants from Syria, Mexico, and Ukraine living in Canada (N = 616). Multigroup CFA provided support for scalar invariance of the ethnic identity scale, allowing meaningful comparisons across the three cultural/language groups. However, the national identity scale demonstrated only configural invariance, suggesting that, although the general structure was consistent, the strength and patterns of relationships differed across groups. The construct and criterion validity of both scales were adequate for assessing identification with the country of origin and the residence country across the three language groups. Based on these findings, we conclude that future research can use the Arabic-, Spanish-, and Ukrainian-language versions of the MENI to assess and compare cultural identity development across these cultural/language groups of adult (forced) migrants, derive identity statuses, and extract acculturation profiles.}",2025,International Journal of Intercultural Relations,"{adult forced migrants,cultural identity,ethnic identity,multigroup ethnic and national identity measure (meni),refugees}",Business and International Management,"Business, Management and Accounting",Social Sciences & Humanities,OTHER,2025,"cultural identity development in adult forced migrants: the psychometrics of a measure in arabic, spanish, and ukrainian {the aim of the present study was to assess the psychometric equivalence of arabic-, spanish-, and ukrainian-language versions of the multigroup ethnic and national identity measure (meni), a measure of cultural identity development comprised of an ethic identity and a national identity scale. the psychometric properties of the three language versions were examined and confirmatory factor analysis (cfa) was conducted to evaluate model fit and test measurement invariance in a sample of adult forced migrants from syria, mexico, and ukraine living in canada (n = 616). multigroup cfa provided support for scalar invariance of the ethnic identity scale, allowing meaningful comparisons across the three cultural/language groups. however, the national identity scale demonstrated only configural invariance, suggesting that, although the general structure was consistent, the strength and patterns of relationships differed across groups. the construct and criterion validity of both scales were adequate for assessing identification with the country of origin and the residence country across the three language groups. based on these findings, we conclude that future research can use the arabic-, spanish-, and ukrainian-language versions of the meni to assess and compare cultural identity development across these cultural/language groups of adult (forced) migrants, derive identity statuses, and extract acculturation profiles.} {adult forced migrants,cultural identity,ethnic identity,multigroup ethnic and national identity measure (meni),refugees} {adult forced migrants,cultural identity,ethnic identity,multigroup ethnic and national identity measure (meni),refugees}",-1,0.0,"germany, ontology, marriage, networks, multilingual"
Automatic Categorization of Software Repository Domains with Minimal Resources,"{Software categorization is a vital process involving the systematic grouping of software based on different criteria including the approach used and domain. This categorization has traditionally played a crucial role in software maintenance, aiding developers in locating specific programs, identifying their characteristics, and finding similar ones within extensive code repositories. However, manual categorization is known to be expensive, tedious, and time-consuming, highlighting the growing importance of automated categorization techniques. The objective is to develop a classifier capable of accurately and efficiently categorizing these repositories into predefined domains with less data. The contribution of this research is twofold. Firstly, we propose a model that enables the categorization of software repositories in terms of domains by using repository’s features, even with a limited amount of training data. Secondly, we conduct a comprehensive empirical evaluation to assess the impact of repository features and data augmentation technique on the task. This research aims to advance the field of software categorization, ultimately facilitating improved utilization of software repositories across diverse research domains.}",2025,Communications in Computer and Information Science,"{data augmentation,few-shot learning,llm,r code,software categorization}",Mathematics (all),,,OTHER,2025,"automatic categorization of software repository domains with minimal resources {software categorization is a vital process involving the systematic grouping of software based on different criteria including the approach used and domain. this categorization has traditionally played a crucial role in software maintenance, aiding developers in locating specific programs, identifying their characteristics, and finding similar ones within extensive code repositories. however, manual categorization is known to be expensive, tedious, and time-consuming, highlighting the growing importance of automated categorization techniques. the objective is to develop a classifier capable of accurately and efficiently categorizing these repositories into predefined domains with less data. the contribution of this research is twofold. firstly, we propose a model that enables the categorization of software repositories in terms of domains by using repository’s features, even with a limited amount of training data. secondly, we conduct a comprehensive empirical evaluation to assess the impact of repository features and data augmentation technique on the task. this research aims to advance the field of software categorization, ultimately facilitating improved utilization of software repositories across diverse research domains.} {data augmentation,few-shot learning,llm,r code,software categorization} {data augmentation,few-shot learning,llm,r code,software categorization}",-1,0.0,"germany, ontology, marriage, networks, multilingual"
Click-Click-Add – Product Search Strategies in Online Shopping,"{People shopping online often abandon their shopping sessions because they feel overwhelmed or insufficiently supported during product searches. We instructed 31 participants to perform two goal-directed product searches online, simulating real-world scenarios for two product types: search products (laptops) and experience products (jackets). Through observation and think-aloud protocols, we captured user behavior across browser tabs and online resources, enabling us to develop a novel annotation scheme for product search that captures resources used, views seen, and actions taken. Qualitative analysis of these annotated sessions revealed nine distinct product search strategies, which participants often combined and applied at different stages of their search sessions. For each strategy, we describe similarities and differences between search and experience products and identify common strategy combinations across product types. Finally, by mapping these findings to established information-seeking models, we offer insights that can inform the design of more effective and supportive e-commerce platforms.}",2025,Proceedings of the Association for Information Science and Technology,"{consumer decision-making,consumer information-seeking,search strategies,search vs. experience products,user behavior in e-commerce}",Computer Science (all),,,OTHER,2025,"click-click-add – product search strategies in online shopping {people shopping online often abandon their shopping sessions because they feel overwhelmed or insufficiently supported during product searches. we instructed 31 participants to perform two goal-directed product searches online, simulating real-world scenarios for two product types: search products (laptops) and experience products (jackets). through observation and think-aloud protocols, we captured user behavior across browser tabs and online resources, enabling us to develop a novel annotation scheme for product search that captures resources used, views seen, and actions taken. qualitative analysis of these annotated sessions revealed nine distinct product search strategies, which participants often combined and applied at different stages of their search sessions. for each strategy, we describe similarities and differences between search and experience products and identify common strategy combinations across product types. finally, by mapping these findings to established information-seeking models, we offer insights that can inform the design of more effective and supportive e-commerce platforms.} {consumer decision-making,consumer information-seeking,search strategies,search vs. experience products,user behavior in e-commerce} {consumer decision-making,consumer information-seeking,search strategies,search vs. experience products,user behavior in e-commerce}",-1,0.0,"germany, ontology, marriage, networks, multilingual"
"The Governance of Decentralized Autonomous Organizations: A Study of Contributors’ Influence, Networks, and Shifts in Voting Power","{We present a study analyzing the voting behavior of contributors, or vested users, in Decentralized Autonomous Organizations (DAOs). We evaluate their involvement in decision-making processes, discovering that in at least 7.54% of all DAOs, contributors, on average, held the necessary majority to control governance decisions. Furthermore, contributors have singularly decided at least one proposal in 20.41% of DAOs. Notably, contributors tend to be centrally positioned within the DAO governance ecosystem, suggesting the presence of inner power circles. Additionally, we observed a tendency for shifts in governance token ownership shortly before governance polls take place in 1202 (14.81%) of 8116 evaluated proposals. Our findings highlight the central role of contributors across a spectrum of DAOs, including Decentralized Finance protocols. Our research also offers important empirical insights pertinent to ongoing regulatory activities aimed at increasing transparency to DAO governance frameworks.}",2025,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),"{blockchain,dao,ethereum,governance,networks,voting}",Computer Science (all),,,OTHER,2025,"the governance of decentralized autonomous organizations: a study of contributors’ influence, networks, and shifts in voting power {we present a study analyzing the voting behavior of contributors, or vested users, in decentralized autonomous organizations (daos). we evaluate their involvement in decision-making processes, discovering that in at least 7.54% of all daos, contributors, on average, held the necessary majority to control governance decisions. furthermore, contributors have singularly decided at least one proposal in 20.41% of daos. notably, contributors tend to be centrally positioned within the dao governance ecosystem, suggesting the presence of inner power circles. additionally, we observed a tendency for shifts in governance token ownership shortly before governance polls take place in 1202 (14.81%) of 8116 evaluated proposals. our findings highlight the central role of contributors across a spectrum of daos, including decentralized finance protocols. our research also offers important empirical insights pertinent to ongoing regulatory activities aimed at increasing transparency to dao governance frameworks.} {blockchain,dao,ethereum,governance,networks,voting} {blockchain,dao,ethereum,governance,networks,voting}",-1,0.0,"germany, ontology, marriage, networks, multilingual"
Let’s talk about language—and its role for replicability,"{Science strives towards a credible and comprehensive understanding of the world around us. Across disciplines within the social and behavioural sciences (and beyond), limitations in the implementation of the scientific approach have been identified in recent studies, showing low replicability of many results. This is an issue for knowledge accumulation, theory-building, and evidence-based decision and policy making. Researchers have proposed several solutions to address these issues, focusing mainly on improving statistical methods, data quality, and transparency. However, relatively little attention has been paid to another key aspect that affects replicability: language. Across fields, language plays a central role in all steps of the research cycle and is a critical communication tool among researchers. Neglecting its role may reduce replicability and limit our understanding of theoretically interesting differences and similarities across languages. After identifying these challenges, we provide some recommendations and an outlook on how replicability challenges related to language may be addressed.}",2025,Humanities and Social Sciences Communications,,Psychology (all),,,OTHER,2025,"let’s talk about language—and its role for replicability {science strives towards a credible and comprehensive understanding of the world around us. across disciplines within the social and behavioural sciences (and beyond), limitations in the implementation of the scientific approach have been identified in recent studies, showing low replicability of many results. this is an issue for knowledge accumulation, theory-building, and evidence-based decision and policy making. researchers have proposed several solutions to address these issues, focusing mainly on improving statistical methods, data quality, and transparency. however, relatively little attention has been paid to another key aspect that affects replicability: language. across fields, language plays a central role in all steps of the research cycle and is a critical communication tool among researchers. neglecting its role may reduce replicability and limit our understanding of theoretically interesting differences and similarities across languages. after identifying these challenges, we provide some recommendations and an outlook on how replicability challenges related to language may be addressed.}",-1,0.0,"germany, ontology, marriage, networks, multilingual"
Enhancing autonomous vehicle acceptance with age and education sensitive simulation interventions: an experimental trial,"{The familiarity principle posits that acceptance increases with exposure, which has previously been shown with in vivo and simulated experiences with connected and autonomous vehicles (CAVs). We investigate the impact of a simulated video-based first-person drive on CAV acceptance, as well as the impact of information customization, with a particular focus on acceptance by older individuals and those with lower education. Findings from an online experiment with N = 799 German residents reveal that the simulated experience improved acceptance across response variables such as intention to use and ease of use, particularly among older individuals. However, the opportunity to customize navigation information decreased acceptance of older individuals and those with university degrees and increased acceptance for younger individuals and those with lower educational levels.}",2025,Transportation Research Part A: Policy and Practice,"{acceptance,autonomous vehicles,education,older adults,self-driving cars,simulated autonomous driving,transportation}","Business, Management and Accounting (miscellaneous)","Business, Management and Accounting",Social Sciences & Humanities,OTHER,2025,"enhancing autonomous vehicle acceptance with age and education sensitive simulation interventions: an experimental trial {the familiarity principle posits that acceptance increases with exposure, which has previously been shown with in vivo and simulated experiences with connected and autonomous vehicles (cavs). we investigate the impact of a simulated video-based first-person drive on cav acceptance, as well as the impact of information customization, with a particular focus on acceptance by older individuals and those with lower education. findings from an online experiment with n = 799 german residents reveal that the simulated experience improved acceptance across response variables such as intention to use and ease of use, particularly among older individuals. however, the opportunity to customize navigation information decreased acceptance of older individuals and those with university degrees and increased acceptance for younger individuals and those with lower educational levels.} {acceptance,autonomous vehicles,education,older adults,self-driving cars,simulated autonomous driving,transportation} {acceptance,autonomous vehicles,education,older adults,self-driving cars,simulated autonomous driving,transportation}",-1,0.0,"germany, ontology, marriage, networks, multilingual"
Proposing the DN(C)-model of material evidence for well-calibrated claims about past cultures,"{Stibbard-Hawkes presents a much-needed case for distinguishing between different types of evidence for cognition in past cultures. However, he does not outline an applicable approach for moving forward in making claims about the cognition of past cultures. We present an initial model for calibrating both absolute and comparative claims about past cultures' cognition and other traits.}",2025,Behavioral and Brain Sciences,,Physiology,"Biochemistry, Genetics and Molecular Biology",Life Sciences,OTHER,2025,"proposing the dn(c)-model of material evidence for well-calibrated claims about past cultures {stibbard-hawkes presents a much-needed case for distinguishing between different types of evidence for cognition in past cultures. however, he does not outline an applicable approach for moving forward in making claims about the cognition of past cultures. we present an initial model for calibrating both absolute and comparative claims about past cultures' cognition and other traits.}",-1,0.0,"germany, ontology, marriage, networks, multilingual"
Loneliness: A Scoping Review of Reviews From 2001 to 2023,"{The growing number of primary studies and reviews on loneliness, and the multidisciplinary efforts to comprehend this complex phenomenon from various perspectives, underscore the heightened recognition of its impact on individual and societal well-being and health. To comprehensively assess the size and scope of this research field, we conducted a scoping review of 35 English-language reviews of primary studies on loneliness, published between 2001 and 2023. Focusing specifically on psychological research, these reviews covered a total of N = 1,089 studies, which were conducted between 1986 and 2022. In addition to providing a broad overview of the structure of the field, the present scoping review aimed to explore the methodological landscape of loneliness research, including data collection, sample demographics, and measures, and to present key topics and evidence in the field. By deepening the understanding of loneliness and identifying data gaps and methodological challenges, our analyses provide critical insights for future research endeavors, thereby fostering advances in the field.}",2025,Journal of Psychology,"{content of research,loneliness,research methodology,scoping review of reviews,structure of the field}",Psychology (all),,,OTHER,2025,"loneliness: a scoping review of reviews from 2001 to 2023 {the growing number of primary studies and reviews on loneliness, and the multidisciplinary efforts to comprehend this complex phenomenon from various perspectives, underscore the heightened recognition of its impact on individual and societal well-being and health. to comprehensively assess the size and scope of this research field, we conducted a scoping review of 35 english-language reviews of primary studies on loneliness, published between 2001 and 2023. focusing specifically on psychological research, these reviews covered a total of n = 1,089 studies, which were conducted between 1986 and 2022. in addition to providing a broad overview of the structure of the field, the present scoping review aimed to explore the methodological landscape of loneliness research, including data collection, sample demographics, and measures, and to present key topics and evidence in the field. by deepening the understanding of loneliness and identifying data gaps and methodological challenges, our analyses provide critical insights for future research endeavors, thereby fostering advances in the field.} {content of research,loneliness,research methodology,scoping review of reviews,structure of the field} {content of research,loneliness,research methodology,scoping review of reviews,structure of the field}",-1,0.0,"germany, ontology, marriage, networks, multilingual"
Let’s talk about language—and its role for replicability,"{Science strives towards a credible and comprehensive understanding of the world around us. Across disciplines within the social and behavioural sciences (and beyond), limitations in the implementation of the scientific approach have been identified in recent studies, showing low replicability of many results. This is an issue for knowledge accumulation, theory-building, and evidence-based decision and policy making. Researchers have proposed several solutions to address these issues, focusing mainly on improving statistical methods, data quality, and transparency. However, relatively little attention has been paid to another key aspect that affects replicability: language. Across fields, language plays a central role in all steps of the research cycle and is a critical communication tool among researchers. Neglecting its role may reduce replicability and limit our understanding of theoretically interesting differences and similarities across languages. After identifying these challenges, we provide some recommendations and an outlook on how replicability challenges related to language may be addressed.}",2025,Humanities and Social Sciences Communications,,Social Sciences (all),,,OTHER,2025,"let’s talk about language—and its role for replicability {science strives towards a credible and comprehensive understanding of the world around us. across disciplines within the social and behavioural sciences (and beyond), limitations in the implementation of the scientific approach have been identified in recent studies, showing low replicability of many results. this is an issue for knowledge accumulation, theory-building, and evidence-based decision and policy making. researchers have proposed several solutions to address these issues, focusing mainly on improving statistical methods, data quality, and transparency. however, relatively little attention has been paid to another key aspect that affects replicability: language. across fields, language plays a central role in all steps of the research cycle and is a critical communication tool among researchers. neglecting its role may reduce replicability and limit our understanding of theoretically interesting differences and similarities across languages. after identifying these challenges, we provide some recommendations and an outlook on how replicability challenges related to language may be addressed.}",-1,0.0,"germany, ontology, marriage, networks, multilingual"
The simulation-cum-ROC approach: A new approach to generate tailored cutoffs for fit indices through simulation and ROC analysis,"{To evaluate model fit in structural equation modeling, researchers commonly compare fit indices against fixed cutoff values (e.g., CFI ≥.950). However, methodologists have cautioned against overgeneralizing cutoffs, highlighting that cutoffs permit valid judgments of model fit only in empirical settings similar to the simulation scenarios from which these cutoffs originate. This is because fit indices are not only sensitive to misspecification but are also susceptible to various model, estimation, and data characteristics. As a solution, methodologists have proposed four principal approaches to obtain so-called tailored cutoffs, which are generated specifically for a given setting. Here, we review these approaches. We find that none of these approaches provides guidelines on which fit index (out of all fit indices of interest) is best suited for evaluating whether the model fits the data in the setting of interest. Therefore, we propose a novel approach combining a Monte Carlo simulation with receiver operating characteristic (ROC) analysis. This so-called simulation-cum-ROC approach generates tailored cutoffs and additionally identifies the most reliable fit indices in the setting of interest. We provide R code and a Shiny app for an easy implementation of the approach. No prior knowledge of Monte Carlo simulations or ROC analysis is needed to generate tailored cutoffs with the simulation-cum-ROC approach.}",2025,Behavior Research Methods,"{confirmatory factor analysis,cutoff,fit indices,roc,structural equation modeling}",Psychology (all),,,OTHER,2025,"the simulation-cum-roc approach: a new approach to generate tailored cutoffs for fit indices through simulation and roc analysis {to evaluate model fit in structural equation modeling, researchers commonly compare fit indices against fixed cutoff values (e.g., cfi ≥.950). however, methodologists have cautioned against overgeneralizing cutoffs, highlighting that cutoffs permit valid judgments of model fit only in empirical settings similar to the simulation scenarios from which these cutoffs originate. this is because fit indices are not only sensitive to misspecification but are also susceptible to various model, estimation, and data characteristics. as a solution, methodologists have proposed four principal approaches to obtain so-called tailored cutoffs, which are generated specifically for a given setting. here, we review these approaches. we find that none of these approaches provides guidelines on which fit index (out of all fit indices of interest) is best suited for evaluating whether the model fits the data in the setting of interest. therefore, we propose a novel approach combining a monte carlo simulation with receiver operating characteristic (roc) analysis. this so-called simulation-cum-roc approach generates tailored cutoffs and additionally identifies the most reliable fit indices in the setting of interest. we provide r code and a shiny app for an easy implementation of the approach. no prior knowledge of monte carlo simulations or roc analysis is needed to generate tailored cutoffs with the simulation-cum-roc approach.} {confirmatory factor analysis,cutoff,fit indices,roc,structural equation modeling} {confirmatory factor analysis,cutoff,fit indices,roc,structural equation modeling}",-1,0.0,"germany, ontology, marriage, networks, multilingual"
TJMN: Target-enhanced joint meta network with contrastive learning for cross-domain recommendation,"{Cross-domain recommendation (CDR) provides a promising solution to mitigate the sparsity issue in the target domain by exploiting auxiliary information from the source domain. Recently, meta learning based methods have been proposed and achieved the state-of-the-art performance. However, these methods learn the transfer bridge solely relying on the source domain while the rich information from the target domain are ignored. Moreover, they leverage either a common transfer bridge or a personalized transfer bridge to transform user representations, without considering the multi-grained characteristics of user preference. In this paper, we propose a target-enhanced joint meta network with contrastive learning (JTMN) for cross-domain recommendation. To be specific, we develop a target bridge to incorporate information from the target domain to guide the learning process of user preference transfer. In addition, we introduce multi-grained transfer bridges to model the complex transfer patterns of user preference across different domains. At last, a target-aware contrastive learning layer is designed to obtain better user representations. The experimental results on six CDR tasks demonstrate that our proposed TJMN model significantly outperforms all strong baselines, especially when the training data become more sparse.}",2025,Knowledge-Based Systems,"{contrastive learning,cross-domain recommendation,meta network,recommender systems}",Management Information Systems,"Business, Management and Accounting",Social Sciences & Humanities,OTHER,2025,"tjmn: target-enhanced joint meta network with contrastive learning for cross-domain recommendation {cross-domain recommendation (cdr) provides a promising solution to mitigate the sparsity issue in the target domain by exploiting auxiliary information from the source domain. recently, meta learning based methods have been proposed and achieved the state-of-the-art performance. however, these methods learn the transfer bridge solely relying on the source domain while the rich information from the target domain are ignored. moreover, they leverage either a common transfer bridge or a personalized transfer bridge to transform user representations, without considering the multi-grained characteristics of user preference. in this paper, we propose a target-enhanced joint meta network with contrastive learning (jtmn) for cross-domain recommendation. to be specific, we develop a target bridge to incorporate information from the target domain to guide the learning process of user preference transfer. in addition, we introduce multi-grained transfer bridges to model the complex transfer patterns of user preference across different domains. at last, a target-aware contrastive learning layer is designed to obtain better user representations. the experimental results on six cdr tasks demonstrate that our proposed tjmn model significantly outperforms all strong baselines, especially when the training data become more sparse.} {contrastive learning,cross-domain recommendation,meta network,recommender systems} {contrastive learning,cross-domain recommendation,meta network,recommender systems}",-1,0.0,"germany, ontology, marriage, networks, multilingual"
Independently testing prosocial interventions: Methods and recommendations from 31 researchers,"{There is a growing need for independent, ecologically valid research on prosocial design interventions within online platforms. Platform design has a significant impact on user interactions, yet independent researchers often lack access to live platforms, limiting the ecological validity of studies testing the effectiveness of prosocial interventions. In response, 31 experts from academia, industry, and civil society gathered for a workshop focused on understanding methods that enable effective research on design interventions that lead to prosocial outcomes, such as healthy interactions and individual safety, well-being, and dignity. We synthesize the workshop findings to guide researchers and practitioners in advancing prosocial design and to provide stakeholders—platforms, advocacy groups, and regulators—with evidence-based tools to promote healthy online behavior. First, we present a review of the dominant research methods in the field. Second, we highlight the challenges that researchers agreed were most prominent (such as reinvention of the wheel) for testing interventions and recommend ways to address them. Finally, we propose specific future actions to address the challenges in the areas of knowledge sharing, events, and supporting infrastructure that experts consider most worth pursuing, and set out an agenda for future online prosocial research and investment.}",2025,Annals of the New York Academy of Sciences,"{digital intervention,expert convening,future actions,methods,prosociality,recommendations}",Neuroscience (all),,,OTHER,2025,"independently testing prosocial interventions: methods and recommendations from 31 researchers {there is a growing need for independent, ecologically valid research on prosocial design interventions within online platforms. platform design has a significant impact on user interactions, yet independent researchers often lack access to live platforms, limiting the ecological validity of studies testing the effectiveness of prosocial interventions. in response, 31 experts from academia, industry, and civil society gathered for a workshop focused on understanding methods that enable effective research on design interventions that lead to prosocial outcomes, such as healthy interactions and individual safety, well-being, and dignity. we synthesize the workshop findings to guide researchers and practitioners in advancing prosocial design and to provide stakeholders—platforms, advocacy groups, and regulators—with evidence-based tools to promote healthy online behavior. first, we present a review of the dominant research methods in the field. second, we highlight the challenges that researchers agreed were most prominent (such as reinvention of the wheel) for testing interventions and recommend ways to address them. finally, we propose specific future actions to address the challenges in the areas of knowledge sharing, events, and supporting infrastructure that experts consider most worth pursuing, and set out an agenda for future online prosocial research and investment.} {digital intervention,expert convening,future actions,methods,prosociality,recommendations} {digital intervention,expert convening,future actions,methods,prosociality,recommendations}",-1,0.0,"germany, ontology, marriage, networks, multilingual"
Independently testing prosocial interventions: Methods and recommendations from 31 researchers,"{There is a growing need for independent, ecologically valid research on prosocial design interventions within online platforms. Platform design has a significant impact on user interactions, yet independent researchers often lack access to live platforms, limiting the ecological validity of studies testing the effectiveness of prosocial interventions. In response, 31 experts from academia, industry, and civil society gathered for a workshop focused on understanding methods that enable effective research on design interventions that lead to prosocial outcomes, such as healthy interactions and individual safety, well-being, and dignity. We synthesize the workshop findings to guide researchers and practitioners in advancing prosocial design and to provide stakeholders—platforms, advocacy groups, and regulators—with evidence-based tools to promote healthy online behavior. First, we present a review of the dominant research methods in the field. Second, we highlight the challenges that researchers agreed were most prominent (such as reinvention of the wheel) for testing interventions and recommend ways to address them. Finally, we propose specific future actions to address the challenges in the areas of knowledge sharing, events, and supporting infrastructure that experts consider most worth pursuing, and set out an agenda for future online prosocial research and investment.}",2025,Annals of the New York Academy of Sciences,"{digital intervention,expert convening,future actions,methods,prosociality,recommendations}","Biochemistry, Genetics and Molecular Biology (all)",,,OTHER,2025,"independently testing prosocial interventions: methods and recommendations from 31 researchers {there is a growing need for independent, ecologically valid research on prosocial design interventions within online platforms. platform design has a significant impact on user interactions, yet independent researchers often lack access to live platforms, limiting the ecological validity of studies testing the effectiveness of prosocial interventions. in response, 31 experts from academia, industry, and civil society gathered for a workshop focused on understanding methods that enable effective research on design interventions that lead to prosocial outcomes, such as healthy interactions and individual safety, well-being, and dignity. we synthesize the workshop findings to guide researchers and practitioners in advancing prosocial design and to provide stakeholders—platforms, advocacy groups, and regulators—with evidence-based tools to promote healthy online behavior. first, we present a review of the dominant research methods in the field. second, we highlight the challenges that researchers agreed were most prominent (such as reinvention of the wheel) for testing interventions and recommend ways to address them. finally, we propose specific future actions to address the challenges in the areas of knowledge sharing, events, and supporting infrastructure that experts consider most worth pursuing, and set out an agenda for future online prosocial research and investment.} {digital intervention,expert convening,future actions,methods,prosociality,recommendations} {digital intervention,expert convening,future actions,methods,prosociality,recommendations}",-1,0.0,"germany, ontology, marriage, networks, multilingual"
The reliability of replications: A study in computational reproductions,"{This study investigates researcher variability in computational reproduction, an activity for which it is least expected. Eighty-five independent teams attempted numerical replication of results from an original study of policy preferences and immigration. Reproduction teams were randomly grouped into a 'transparent group' receiving original study and code or 'opaque group' receiving only a method and results description and no code. The transparent group mostly verified original results (95.7% same sign and p-value cutoff), while the opaque group had less success (89.3%). Second-decimal place exact numerical reproductions were less common (76.9 and 48.1%). Qualitative investigation of the workflows revealed many causes of error, including mistakes and procedural variations. When curating mistakes, we still find that only the transparent group was reliably successful. Our findings imply a need for transparency, but also more. Institutional checks and less subjective difficulty for researchers 'doing reproduction' would help, implying a need for better training. We also urge increased awareness of complexity in the research process and in 'push button' replications.}",2025,Royal Society Open Science,"{computational reproduction,reliability,replications,social and behavioural sciences}",Multidisciplinary,Multidisciplinary,Multidisciplinary,OTHER,2025,"the reliability of replications: a study in computational reproductions {this study investigates researcher variability in computational reproduction, an activity for which it is least expected. eighty-five independent teams attempted numerical replication of results from an original study of policy preferences and immigration. reproduction teams were randomly grouped into a 'transparent group' receiving original study and code or 'opaque group' receiving only a method and results description and no code. the transparent group mostly verified original results (95.7% same sign and p-value cutoff), while the opaque group had less success (89.3%). second-decimal place exact numerical reproductions were less common (76.9 and 48.1%). qualitative investigation of the workflows revealed many causes of error, including mistakes and procedural variations. when curating mistakes, we still find that only the transparent group was reliably successful. our findings imply a need for transparency, but also more. institutional checks and less subjective difficulty for researchers 'doing reproduction' would help, implying a need for better training. we also urge increased awareness of complexity in the research process and in 'push button' replications.} {computational reproduction,reliability,replications,social and behavioural sciences} {computational reproduction,reliability,replications,social and behavioural sciences}",-1,0.0,"germany, ontology, marriage, networks, multilingual"
